"","4dpa_1","4dpa_2","1dpa_1","1dpa_2","0dpa_1","0dpa_2"
"palld",0.25020228599346,0.391825273094298,1.68324461239607,1.74860536537725,-2.02734204654831,-2.04653549031276
"tph1b",-0.060754496517152,0.0857335108572705,2.01185298239954,1.8863334073764,-1.83418496679831,-2.08898043731775
"entpd5a",0.502297631654493,0.65212797802771,-2.19443586188511,-2.22605820962254,1.95521412229554,1.3108543395299
"btg2",-1.14712341905346,-0.265943204010986,-1.98010626574481,-1.55157884518747,2.59972381946356,2.34502791453315
"ENSDARG00000114451",0.27405034933591,-0.00453475605643572,1.7036092594298,1.91718323390622,-1.96717286449604,-1.92313522211946
"sb:cb1058",-0.553077522776421,-0.48049229798385,2.23028891003393,2.28827873731102,-1.55200877597011,-1.93298905061456
"f5",0.0125499311373032,-0.11354300431956,2.04111746723541,2.05367987172897,-2.09923131752795,-1.89457294825417
"tcimb",-1.23399620687051,-1.64633487709805,-1.36141965522555,-1.50544909113747,3.54065446702776,2.20654536330382
"LOC101886910",-1.1902436416202,-0.670315492051455,2.45096444238666,2.26071562046274,-1.22172332418049,-1.62939760499726
"si:ch73-335l21.4",-1.75018490774136,-0.796258234346384,-2.03033585394194,-1.58170815673876,3.94475671803576,2.21373043473268
"si:ch211-76l23.4",-1.67666243702415,-0.278188721789043,-2.07240406423211,-1.74056223326414,3.45713808035054,2.3106793759589
"bhlha9",-1.16602751541471,-2.56845925565473,2.65370719571305,3.1484001453259,-0.841019197218617,-1.2266013727509
"lsp1a",-0.178544631240378,-0.161255460247386,1.87043791364364,1.72393169041003,-1.68238287670606,-1.57218663585985
"pdlim3b",-0.113069293836523,-0.254119759033126,1.9892430826561,2.03240813923755,-1.49587504263855,-2.15858712638545
"anos1b",-0.324147322624171,0.193946256046844,1.89708779478437,1.72905369862031,-1.80414072164021,-1.69179970518715
"kpna2",1.04054936404901,0.600662531809917,1.30195520922527,1.3700845669815,-1.9716508619292,-2.34160081013651
"bicdl2l",-1.19154445780057,-0.503786196886592,-1.51659814324096,-1.25147652453304,2.23443164459927,2.22897367786189
"fosab",-1.20793017555234,-0.515893990684056,-1.54152234492492,-1.2721155583354,2.06065491971687,2.47680714977984
"ccl19b",-1.21575672711158,-1.43065773054295,-1.19656969097851,-1.37537886105275,3.2360641861469,1.98229882353889
"cygb1",0.503133664395557,0.599160939000861,1.40517639987237,1.28575447777535,-1.92286544280099,-1.87036003824314
"foxq1b",-0.0203197056913496,-0.114825041060818,-1.99222825251602,-1.62378636475832,2.31357833880422,1.4375810252223
"fn1a",0.353385511345698,0.230646487056973,1.4445427944599,1.48452425170058,-1.75456326181943,-1.75853578274372
"tat",-1.44283484360847,-0.783767020444915,-1.18479902870421,-1.3644337785701,2.71330454437239,2.06253012695531
"si:ch211-113a14.22",1.87686923956223,1.24470912784769,0.886413069430937,0.933254657482307,-2.60949004304528,-2.33175605127789
"ptgdsb.2",-2.04605303772528,-0.747393207404379,-1.74578809082537,-1.35286186428071,3.60481965750358,2.28727654273216
"si:ch211-210b2.3",-0.143250678585062,-0.125440919147572,-1.98312528943949,-1.61226154465735,2.45945979745126,1.40461863437821
"cfd",-1.59007658069533,-0.973366888650196,-1.75646410071606,-1.31198060291844,3.70131374679915,1.93057442618086
"alpi.1",0.611404519725079,0.464723626269803,1.50776859421561,1.2735312090787,-2.16089094084369,-1.6965370084455
"zgc:153911",-1.97815042296624,-0.942705851238506,-1.27576338730939,-1.28714833924086,3.28404977345504,2.19971822729997
"adamtsl7",-1.03824341149489,-0.84836192987344,2.15087506922909,2.23253956834002,-1.12103442362193,-1.37577487257885
"fkbp5",-1.24262580861254,-0.79152367660036,-0.925428563101796,-1.65121214339747,2.20496734734875,2.40582284436341
"ccl20b",-1.31217253567991,-0.958179853904632,-1.48024280947036,-1.24240246579393,3.35156461622173,1.64143304862711
