"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSDARG00000000568",94.9885650264818,0.866507571224666,0.490221815988517,1.76758263904959,0.0771307024739008,0.274605868994413
"ENSDARG00000000588",37.0097658847623,0.513247980014254,0.638684573437198,0.803601654651084,0.421627067210141,0.688411761565684
"ENSDARG00000000606",7.0246401369996,-3.98265879290023,1.49643805438734,-2.66142576448364,0.00778104968530119,NA
"ENSDARG00000000631",124.652012229047,0.0407994137918928,0.488466241671546,0.0835255547082967,0.933433658665343,0.979430428862071
"ENSDARG00000000651",4.35472291204971,-2.41700373602262,1.93119381038352,-1.2515593841628,0.2107304622014,NA
"ENSDARG00000000656",586.782416486357,-0.922051621569815,0.51980650235777,-1.77383625904547,0.0760902386004019,0.272523296819323
"ENSDARG00000000666",84.6578703531623,-0.226881308196925,0.569818651182139,-0.398164061015272,0.690509255682962,0.868875035480051
"ENSDARG00000000690",80.8108287911355,-0.642525917266363,0.573770914368709,-1.11983005965595,0.26278618706555,0.543526553251543
"ENSDARG00000000729",62.7606159466518,-0.0550138317289118,0.58017250975022,-0.0948232306846057,0.924455234591478,0.975645185880315
"ENSDARG00000000730",10.9807482141911,0.0657213994208919,0.970520791415105,0.0677176625191762,0.946010388928468,NA
"ENSDARG00000000747",18.9614385663555,-0.765769926136707,0.807800398233082,-0.947969235731612,0.343145116008391,0.624348151612521
"ENSDARG00000000760",40.3867470523906,0.0410631210938612,0.645613913902632,0.0636032158068608,0.949286171085627,0.984582664920051
"ENSDARG00000000767",118.500855140871,-1.4126566960695,0.582687771413316,-2.4243802004684,0.0153345418435996,0.109144299143637
"ENSDARG00000000779",159.114889314228,-0.395851754854459,0.459760871792438,-0.860994876121536,0.389240865110498,0.663443736766279
"ENSDARG00000000796",166.362800469218,-0.260762956217478,0.676159405918065,-0.385653078157545,0.699753617671235,0.873694056815548
"ENSDARG00000000804",79.89780398829,-0.637343379602399,0.65450054239518,-0.973785869252311,0.33016287073988,0.613586370719395
"ENSDARG00000000830",22.2186035434646,-0.506758091415953,0.770281586648892,-0.657886804253757,0.510610870502442,0.757378705930242
"ENSDARG00000000837",15.3368350477883,0.34663097158064,0.964885004667213,0.359245889306978,0.719411150038146,NA
"ENSDARG00000000853",68.5091288990846,0.212151924075945,0.527261183258587,0.402365906712116,0.687414757109198,0.86657652295796
"ENSDARG00000000857",252.145397518606,-0.187969944227251,0.514895710926166,-0.365064109563355,0.715063551131774,0.880864870931935
"ENSDARG00000000861",326.600721178532,0.331180918412812,0.579061351860787,0.571927166868548,0.567371318270819,0.79218005123975
"ENSDARG00000000906",33.5453457455512,-1.47598709543451,0.781168322088006,-1.88946102101184,0.0588300810303656,0.236507200191632
"ENSDARG00000000935",51.172559244715,0.320064645597305,0.59699338140042,0.536127628159798,0.591870346875378,0.807321311926152
"ENSDARG00000000943",29.7773515555182,0.609194805243962,0.657231391342013,0.926910694268629,0.353972904213652,0.634347952235767
"ENSDARG00000000966",527.059357611496,0.254007605811218,0.396069468349626,0.641320844218661,0.52131424926101,0.764842477130082
"ENSDARG00000001014",436.972171605319,1.04100370066584,0.475535571743414,2.18911846457522,0.0285882308093935,0.155597826961359
"ENSDARG00000001015",225.98218580232,0.814732349961197,0.446981667224796,1.82274220555773,0.0683424447496369,0.25772284230717
"ENSDARG00000001057",196.006180972024,-0.480223153895855,0.492083105634063,-0.975898478117989,0.32911477638064,0.612521020031466
"ENSDARG00000001129",167.425458352423,0.0163374655545679,0.50503122078465,0.0323494169908643,0.974193400746054,0.991824801501234
"ENSDARG00000001154",4.5429677054634,1.42135449311206,1.42518809758627,0.997310106307586,0.318614009698038,NA
"ENSDARG00000001162",204.808055666389,0.31946015122213,0.435261478283021,0.733949975270742,0.462979227099073,0.722363851698019
"ENSDARG00000001169",50.9218907261114,-1.51760394843686,0.770411666655593,-1.9698610679468,0.0488542954056807,0.212598124243248
"ENSDARG00000001210",125.245792250181,-1.40755572437609,0.564707266107933,-2.49254048752946,0.012683286949117,0.0973187149756671
"ENSDARG00000001220",344.961863149403,0.136098469723981,0.399139557272883,0.340979657976954,0.733118895630994,0.888794979034144
"ENSDARG00000001234",41.9601718005192,1.0914393080088,0.601397479859817,1.81483851289701,0.0695487299380136,0.259951033987239
"ENSDARG00000001241",401.807987215382,0.250169604321113,0.406082860230079,0.616055561122111,0.537857850224814,0.77347481240322
"ENSDARG00000001244",523.821298813133,0.383390796028928,0.438034139122581,0.87525323208116,0.381436134863697,0.655265652278832
"ENSDARG00000001249",62.9344612779035,-0.717658813151252,0.697941304902301,-1.02825095478725,0.303831795139598,0.586108697718361
"ENSDARG00000001259",25.3381195011021,2.20193112329566,0.781650173175272,2.81702889458953,0.00484701648454091,0.0568651292487748
"ENSDARG00000001303",773.976636480783,-0.789546445156962,0.491950977110778,-1.60492911264037,0.108509405830213,0.329926913513817
"ENSDARG00000001313",11.5778597385597,-0.096500368782073,0.922910703058188,-0.104560894637267,0.916724246110748,NA
"ENSDARG00000001414",64.6108663021569,0.141664967860008,0.568527064797637,0.249178933830411,0.803222373954433,0.924387717840327
"ENSDARG00000001431",8.81808082812547,-0.91562066017334,1.12092023670849,-0.816847292240885,0.414015702042805,NA
"ENSDARG00000001442",61.7438748272611,1.57783722997539,0.530660037403525,2.97334850706982,0.00294569778066579,0.0413979063891253
"ENSDARG00000001447",23.7229475524825,-0.477525310213283,0.74232606561561,-0.643282423091625,0.520040859363275,0.763981680607294
"ENSDARG00000001452",482.255305373595,-1.74097671529217,0.435897356391492,-3.99400613416097,6.49661815159745e-05,0.00293028205885059
"ENSDARG00000001463",1.47369417856519,0.370423910522462,2.58354164133308,0.143378339484138,0.885991388807007,NA
"ENSDARG00000001470",235.023282640213,-0.554650797822837,0.468313390784555,-1.18435818564497,0.236271305013508,0.515827082186287
"ENSDARG00000001498",9.33429149561887,-0.381910124561967,1.11803628382394,-0.341590098718215,0.732659389551459,NA
"ENSDARG00000001549",70.3950496812361,0.109117898333703,0.686527284093018,0.158941823379766,0.873714709213543,0.955743497651402
"ENSDARG00000001557",87.3953196221589,-0.76401881157175,0.531173515467026,-1.43836013905927,0.150331896420015,0.399896622654636
"ENSDARG00000001558",67.0213415904065,-0.0420913118972514,0.513492709142775,-0.0819706125283037,0.934670082596109,0.980111551424808
"ENSDARG00000001559",9.07810580885377,4.29813496029203,1.24862207539264,3.44230255495079,0.000576784750390496,NA
"ENSDARG00000001578",192.317757858464,-1.00278097658529,0.51438047173793,-1.94949270371251,0.0512366133033366,0.218549528502507
"ENSDARG00000001621",64.2107533746986,-0.15450424712533,0.578160838961109,-0.267234023326375,0.789288981569479,0.917683568678019
"ENSDARG00000001634",230.998526295527,0.437071334090426,0.410696882263511,1.06421877780409,0.287229602374731,0.568455739891051
"ENSDARG00000001656",284.292443257691,-1.03927034141087,0.526882847763387,-1.97248846839968,0.048553871435956,0.211913284583671
"ENSDARG00000001676",139.733384086038,1.31241444747284,0.439016703225162,2.98944080676524,0.00279488595511409,0.0398659427208635
"ENSDARG00000001686",3.67544737525701,3.06444788903453,1.76272127779124,1.7384755761696,0.0821270500184123,NA
"ENSDARG00000001710",15.827886167909,0.556145990361572,0.929052198893429,0.59861651586852,0.549428639893183,NA
"ENSDARG00000001712",16.3671481655191,-0.51503781240826,0.836195637761191,-0.615929800575388,0.537940852235409,NA
"ENSDARG00000001729",317.773253627756,-0.353102441086164,0.401165510649209,-0.880191421527576,0.378755619897119,0.653042094914669
"ENSDARG00000001733",90.2475523404502,0.740761110088836,0.529310439554704,1.39948328000487,0.161668108792812,0.417491473983141
"ENSDARG00000001734",55.859660901967,-0.513808845055442,0.585746416093958,-0.877186493912791,0.380385350780291,0.654364749164754
"ENSDARG00000001754",95.9770958300163,-0.406041797444307,0.49231574690888,-0.824758907253598,0.409508480640539,0.679008992001988
"ENSDARG00000001760",6.06216628947574,1.27021795328792,1.33366594076808,0.952425877020134,0.34088104103123,NA
"ENSDARG00000001767",27.8129791610137,-1.18640280292404,0.789802373238334,-1.50215147880547,0.133057992554427,0.371143224618146
"ENSDARG00000001769",126.70286953642,0.57170569712758,0.572855053646502,0.997993634669704,0.318282445261101,0.601981715070258
"ENSDARG00000001776",57.2942776071774,0.274021553427769,0.627532104378951,0.436665393715529,0.662354030006309,0.852315289724187
"ENSDARG00000001777",166.715647788441,1.11497554723695,0.459093084355103,2.4286481004243,0.0151552340103539,0.108229721063064
"ENSDARG00000001781",4.88107913956932,0.991093594379351,1.36117768973393,0.728114780204102,0.466543326907337,NA
"ENSDARG00000001782",41.2755502802029,-0.70997826828375,0.638419589999024,-1.11208722195513,0.26610065021512,0.54631858850101
"ENSDARG00000001785",4.67699497705611,-2.54384960380948,1.8814709748487,-1.35205359945244,0.176358169380062,NA
"ENSDARG00000001788",3694.98404916376,-1.20260856786263,0.499070153709387,-2.40969843402601,0.0159657112058603,0.111430749582652
"ENSDARG00000001803",7.90951364916074,-0.649694163651152,1.32577555300067,-0.490048381251775,0.624099663469846,NA
"ENSDARG00000001804",32.9785678935449,-3.88096272634451,1.21392176411142,-3.19704518123155,0.00138843177191279,0.025427918500422
"ENSDARG00000001807",195.740157304999,-0.731936205680181,0.431021671716052,-1.69814246872107,0.0894808757681687,0.299638618605673
"ENSDARG00000001817",18.9290767001923,0.31170200277928,0.843000293994365,0.369753136505269,0.711566435957798,0.87951101324598
"ENSDARG00000001825",9.97795929963243,-1.00611646890719,1.05155726012644,-0.956787145177633,0.33867470186008,NA
"ENSDARG00000001829",74.5024332394203,-0.115773104073392,0.534661102429869,-0.216535490513971,0.828570363864919,0.936380904396174
"ENSDARG00000001835",32.6579472389754,-0.239547205831342,0.669111488573875,-0.35800791037366,0.720337393762683,0.882780290113909
"ENSDARG00000001857",161.19252804899,0.804940131179996,0.588483159986134,1.36782186120494,0.17136784306233,0.432501336999085
"ENSDARG00000001870",9.99555974348446,1.38533376563127,1.22063223604829,1.13493132879743,0.256404092171687,NA
"ENSDARG00000001873",325.702008516378,-0.275383442083463,0.428926605769325,-0.642029285148991,0.520854168577272,0.764536995476141
"ENSDARG00000001879",234.307814861783,-0.642597744184098,0.474525361860071,-1.35419051505531,0.175675604274138,0.438811036981106
"ENSDARG00000001880",28.3515580227259,-0.12920317733225,0.732170658628842,-0.1764659315551,0.859927911327336,0.950641512306969
"ENSDARG00000001881",2.955843933499,-0.255374009694822,2.28443126177398,-0.11178887890744,0.910990805595851,NA
"ENSDARG00000001888",76.6424920037233,-0.221977685013321,0.60975767715738,-0.364042460355982,0.715826302815763,0.881146847338176
"ENSDARG00000001889",95.4324667621859,-0.23865830609112,0.527414373478143,-0.452506260906843,0.650904311886566,0.845364571172167
"ENSDARG00000001890",206.790407497162,0.612813295903079,0.420315260763271,1.45798488208646,0.144844710106298,0.390698186933491
"ENSDARG00000001891",3.86597489303549,-0.0117761523233321,1.62476942556463,-0.00724789138572063,0.994217069996414,NA
"ENSDARG00000001897",100.4945382662,0.886663265022949,0.483110070652591,1.83532349848397,0.0664577713348695,0.253408505418796
"ENSDARG00000001898",49.8905129431361,-0.866796666706768,0.598447528207411,-1.44840880085706,0.147502754909431,0.39544363068189
"ENSDARG00000001906",5.57544103181008,0.222751419920429,1.528925772743,0.145691454674609,0.884164967569611,NA
"ENSDARG00000001909",6.18717641801311,0.573876897580484,1.23870557990755,0.463287569612235,0.643158254524138,NA
"ENSDARG00000001910",220.729789826392,0.0489771083173058,0.425081328368498,0.115218206608332,0.908272167994572,0.969660450325628
"ENSDARG00000001912",1.53599403847672,-2.51978943478859,2.54390624818992,-0.990519771151751,0.321920130278299,NA
"ENSDARG00000001913",3.1968138479727,-2.19382711821332,2.18068603315459,-1.00602612428334,0.314403003458997,NA
"ENSDARG00000001929",24.1693203409222,0.483921129939409,0.731791281857784,0.66128299412216,0.508430845310786,0.755319930537921
"ENSDARG00000001930",45.4692552636359,0.517825248439724,0.615869530715189,0.840803486151345,0.400458033825115,0.672348492152806
"ENSDARG00000001933",19.7404573165629,0.40373993330347,0.800467968705418,0.504379874133417,0.613994458083286,0.821746528720421
"ENSDARG00000001937",88.6923906720033,0.116453328857471,0.523499335183587,0.222451722534914,0.823962251532169,0.934240537293711
"ENSDARG00000001939",114.384602658079,0.0608842283039783,0.487503193717331,0.124889906545475,0.900610709216097,0.966751360515208
"ENSDARG00000001940",232.385869252034,-1.4001649802636,0.442078960254531,-3.16722826948706,0.00153899462406913,0.0273135398133359
"ENSDARG00000001950",1619.45161491955,0.114799651465077,0.514876534021364,0.222965398264419,0.823562436797939,0.934107730327864
"ENSDARG00000001953",52.3070356080209,-0.0546428935632432,0.568839346738953,-0.0960603268330513,0.923472660144289,0.975495172528396
"ENSDARG00000001968",171.459562737956,-0.26190042365382,0.541897296368192,-0.483302694826276,0.628880826904649,0.831020941524592
"ENSDARG00000001969",41.3488479512894,-0.123835735136447,0.596923270585301,-0.207456705474093,0.835653201136884,0.939125074779339
"ENSDARG00000001971",2.27744547346055,1.67996567436695,1.97003507719063,0.852759270034251,0.393792815039469,NA
"ENSDARG00000001975",95.837804753583,2.10845635798357,0.499457376895403,4.22149407641069,2.42688333896707e-05,0.00128276847586987
"ENSDARG00000001976",11.038903175425,0.277649867896393,0.999915954032206,0.277673205209655,0.781263231161047,NA
"ENSDARG00000001993",4.29783658953768,-0.184406398595373,1.57163482431642,-0.117334126059201,0.906595283110573,NA
"ENSDARG00000001994",1.52358066969091,-0.0393567149816284,2.65765979444684,-0.0148087859341004,0.988184730188914,NA
"ENSDARG00000001999",37.8597610126019,4.95806218141572,0.773571104037861,6.40931668147348,1.46173289273206e-10,3.00239936167166e-08
"ENSDARG00000002002",78.1429282069939,-1.78980533741732,0.544731023607797,-3.28566808176869,0.00101740820877842,0.0213240455186823
"ENSDARG00000002006",66.8973637091057,0.586280255752075,0.54212928435375,1.08143993079244,0.279501467464625,0.55988358471421
"ENSDARG00000002013",87.7913648088894,0.556035252428121,0.536074465048626,1.03723510198846,0.29962630271139,0.581473379929733
"ENSDARG00000002016",54.5461116797519,-0.420887346313003,0.579586528588551,-0.726185522872619,0.467725045755234,0.725480590288539
"ENSDARG00000002020",84.0340917479893,1.34393165853651,0.509709492908623,2.63666201480269,0.00837262072999662,0.0772514577513372
"ENSDARG00000002021",51.7123815916922,0.107977330865012,0.559690439695736,0.192923307612171,0.847019031088584,0.94434664585083
"ENSDARG00000002026",8.6307655742659,1.66366664774697,1.17788678939597,1.41241642467194,0.15782738310143,NA
"ENSDARG00000002031",23.0786934661508,-6.78325614030011,1.59863172887596,-4.24316371167585,2.20390535561249e-05,0.00120099348582785
"ENSDARG00000002037",19.8002582364908,2.16882894773488,0.910634949567531,2.38166671371978,0.0172344876971309,0.115904604089875
"ENSDARG00000002060",25.5800675176363,-0.973749212718368,0.780809847015452,-1.24710160411066,0.212360244857128,0.48706779403668
"ENSDARG00000002071",36.6238998343417,0.629875762079082,0.707714189456604,0.890014318580658,0.37345819769267,0.649565823392641
"ENSDARG00000002077",35.7257726758838,-0.79006486444765,0.697963303695301,-1.13195759757673,0.257652261629561,0.538159471998791
"ENSDARG00000002082",780.85626251837,-0.476915760509019,0.475479972224422,-1.00301966090786,0.315851375158448,0.599592166890437
"ENSDARG00000002084",17.3115184082007,1.42014707003717,0.781348659726934,1.81755872024338,0.0691316057312942,NA
"ENSDARG00000002097",73.341074295989,-0.988056926754182,0.56218261811316,-1.75753731068807,0.0788262680508502,0.27790058218825
"ENSDARG00000002127",128.830115543549,-0.0838713564752326,0.468820010803908,-0.17889884079695,0.85801713301302,0.949630004381732
"ENSDARG00000002128",48.3215102845384,-0.377674725108222,0.585015442196695,-0.645580779355289,0.51855088833777,0.762800012141645
"ENSDARG00000002131",284.097869025515,0.857396156755506,0.525105503493008,1.63280740927699,0.10250950828377,0.319588995063094
"ENSDARG00000002165",475.430126857742,-1.27104714115935,0.523375928103392,-2.42855483584307,0.0151591325284945,0.108229721063064
"ENSDARG00000002167",9.76638956601093,0.920229364467055,1.07463378485787,0.856319033919785,0.39182133580353,NA
"ENSDARG00000002168",121.204822385572,-0.0227730784478682,0.469573309372767,-0.048497386868703,0.961319846969823,0.988340149213452
"ENSDARG00000002172",12.4997896411815,-1.06522880623916,0.939174588166586,-1.13421808858633,0.256703078256817,NA
"ENSDARG00000002174",43.8840384948036,0.169328894661725,0.655956942040224,0.258140258619813,0.796298662292012,0.920796928598413
"ENSDARG00000002184",110.226950641266,-0.427450555055572,0.475788291303,-0.898404947891741,0.368969699577086,0.645673122121916
"ENSDARG00000002190",266.074760186281,-1.14487171788029,0.471768948009734,-2.42676361534645,0.0152341782202856,0.108591304548336
"ENSDARG00000002192",1633.03793862846,0.404716448894499,0.394512356501157,1.02586507678452,0.304955186115663,0.587047962942569
"ENSDARG00000002194",2.22536348441699,0.642486870996282,2.22692030207346,0.288509144399137,0.772957031752197,NA
"ENSDARG00000002196",139.950936342026,0.286137231539485,0.458597823086861,0.623939358485111,0.532667411041495,0.770963445610788
"ENSDARG00000002197",3.97005407887344,2.51203201140928,1.886015053914,1.33192574799237,0.182884589194116,NA
"ENSDARG00000002204",9.0782731769311,-4.16940490337685,1.76245458821447,-2.36568075640509,0.0179969556205955,NA
"ENSDARG00000002210",32.4180245233665,-0.330714447092012,0.736144685759822,-0.449251965665772,0.653249904409043,0.846657821938164
"ENSDARG00000002213",52.6223108566306,0.720912698848334,0.540036091869127,1.33493429365651,0.181897852526063,0.446582977027486
"ENSDARG00000002215",154.919418719175,-0.982504526777464,0.472691580038764,-2.07853189747296,0.037660396153454,0.183219780597592
"ENSDARG00000002216",21.4523259288043,0.00782909781238974,0.807402075017875,0.00969665307364539,0.992263311461728,0.996817717932695
"ENSDARG00000002217",251.532870109,-0.194677201696594,0.432208295642089,-0.450424491291593,0.652404388705243,0.846068372727458
"ENSDARG00000002220",31.1854952394491,-0.736876218784234,0.886228514104001,-0.831474283502641,0.405705750112538,0.676395787931131
"ENSDARG00000002230",6.13882814861631,0.85023080030756,1.28124852759078,0.663595533574044,0.506949216717422,NA
"ENSDARG00000002231",63.7367236449555,0.212436534486719,0.585259132502248,0.362978589635084,0.716620878161107,0.881146847338176
"ENSDARG00000002235",626.113593258576,1.12452233182817,0.385447315318114,2.91744756582386,0.00352908978493059,0.0466036419475608
"ENSDARG00000002240",924.543084835229,-1.45952610053178,0.470918493986522,-3.09931786321723,0.00193966797656071,0.0315811062866609
"ENSDARG00000002249",35.6211471815487,0.22849986050265,0.662915860612574,0.344689083606331,0.730328125790481,0.887471969786515
"ENSDARG00000002255",3.43729715973636,0.255520925675373,1.63760057214811,0.15603373009341,0.876006434060167,NA
"ENSDARG00000002259",1.82106664372758,1.93445081639113,2.37467115956292,0.814618398257378,0.415290775807506,NA
"ENSDARG00000002264",87.867723321,-1.51866040300446,0.607703064186061,-2.49901718866353,0.0124538270328092,0.096645389565623
"ENSDARG00000002267",95.3815637496125,-1.13292354107882,0.516992392079087,-2.19137371929743,0.0284247593058566,0.155125458230287
"ENSDARG00000002271",117.286470917646,0.169580926195591,0.460643206145069,0.368139427507774,0.712769273193008,0.879824571597619
"ENSDARG00000002285",89.4951669192911,0.212775653906553,0.516216747234475,0.412182779900992,0.680205457811988,0.862843046769392
"ENSDARG00000002293",163.896429290537,-0.174290534998072,0.500539053749111,-0.348205666855784,0.727685732244861,0.885903920579273
"ENSDARG00000002298",426.007550648341,-2.15298553175676,0.549733192630309,-3.91641902038945,8.98739853852354e-05,0.00376146576450871
"ENSDARG00000002299",23.553046194877,1.45583930143759,0.735500834004116,1.97938497705285,0.0477726786166492,0.210258676587294
"ENSDARG00000002300",281.465508959854,-0.0752027037546223,0.40587911852147,-0.185283500241573,0.853006678865157,0.94706497703197
"ENSDARG00000002304",57.3775292118835,-1.19066159804523,0.617471918875299,-1.92828460962885,0.0538197350605987,0.224686454907459
"ENSDARG00000002305",300.631883184647,0.467802986549293,0.442740463507705,1.05660770836942,0.290690661047024,0.572185841070345
"ENSDARG00000002330",2.17642797670298,-0.246637257100725,2.34928228496668,-0.104984087556861,0.916388435228081,NA
"ENSDARG00000002332",76.3049532922574,0.91199623476317,0.523299060148428,1.74278209959806,0.0813716842686498,0.283283795742045
"ENSDARG00000002333",24.5419463505502,0.0565389761203752,0.946376037664952,0.0597426116788386,0.952360633113422,0.985350613370848
"ENSDARG00000002336",31.6232361497578,1.33505556056267,0.836184891014149,1.59660330497419,0.110354161758671,0.33270447986084
"ENSDARG00000002339",10.9793579909836,-0.990041267683995,1.12689959292917,-0.87855322150802,0.37964356875699,NA
"ENSDARG00000002344",5160.01239272067,-1.00530975414718,0.391491318329239,-2.56789795093675,0.0102317272361856,0.0859143335410776
"ENSDARG00000002353",24.0069126651436,0.0126547650338801,0.834290599758246,0.0151682939224618,0.98789791653612,0.995989781295914
"ENSDARG00000002355",12.8336842464984,0.404949855985812,0.935551180404498,0.432846288335318,0.665126442937664,NA
"ENSDARG00000002362",65.1963623685233,-0.179697148968147,0.518247138802709,-0.346740262538247,0.728786459417183,0.886401386506223
"ENSDARG00000002365",90.4582954697026,-0.51368777951768,0.49809164613864,-1.0313117746502,0.302394638435632,0.584688025742812
"ENSDARG00000002369",463.663153007087,-1.0936152080536,0.416623531854629,-2.62494824328643,0.00866621393914621,0.0784863133908271
"ENSDARG00000002377",16.6429736975458,0.752575497056891,0.861091506877179,0.873978538919946,0.38212994124258,NA
"ENSDARG00000002385",67.8999805021767,0.766343598282388,0.522922739090205,1.46550061987301,0.142784383367664,0.387147502506435
"ENSDARG00000002391",505.235370767832,-1.29939281246921,0.510082716209286,-2.54741588212541,0.0108524013379791,0.0890789477970949
"ENSDARG00000002396",67.8477740716581,-0.361454588145361,0.608439869840816,-0.594067887497128,0.552466707968235,0.783928474660847
"ENSDARG00000002401",242.736769889696,-1.54430573564889,0.454630749670216,-3.39683520476587,0.000681700074032906,0.0162234896406655
"ENSDARG00000002402",62.0843567930703,0.230641660328438,0.515501265517324,0.447412403725103,0.654577321647573,0.847566853003273
"ENSDARG00000002403",19.5496057336972,0.0631796903508666,0.791983148263509,0.0797740336892186,0.936416976603586,0.980836765049212
"ENSDARG00000002405",129.840171963868,-0.15833659885816,0.465322097097433,-0.340273113711611,0.733650862555898,0.888916659042
"ENSDARG00000002411",40.9760846805403,-0.246240527456598,0.613170683489212,-0.401585617328246,0.687989016517633,0.867114260315955
"ENSDARG00000002445",101.683065418161,1.4515556952122,0.50430978378173,2.87830167467155,0.00399822592010447,0.0502166644019895
"ENSDARG00000002463",1.43967829135545,-1.44989230553015,2.64964631862925,-0.547202204058776,0.584239822125922,NA
"ENSDARG00000002467",25.735027211551,0.294504993072736,0.753792249326901,0.390697826006721,0.696020605993557,0.872050592212835
"ENSDARG00000002479",30.8934165364764,-0.2646391671698,0.661888666458669,-0.399824291577177,0.689285937657751,0.868093250982797
"ENSDARG00000002483",45.1308359908839,0.520241645252497,0.641592447296694,0.810859989771544,0.417446079291695,0.684716151254218
"ENSDARG00000002487",128.988804045807,-1.29628532066232,0.516212797006262,-2.51114526447238,0.0120340165569503,0.0946384509932707
"ENSDARG00000002494",227.931536356654,-0.269797060284293,0.476290903218719,-0.566454363207519,0.57108494805797,0.794555558724672
"ENSDARG00000002506",139.586386794009,-0.672148506803664,0.480043632663231,-1.40018211068576,0.161458791476214,0.417417218276168
"ENSDARG00000002507",135.939971148963,1.38839930847177,0.457627294521605,3.03390843398705,0.00241407688900178,0.0364596612500711
"ENSDARG00000002509",1196.33061414501,-0.0986614412866331,0.507241760893932,-0.194505754243811,0.845779890534742,0.943753223445829
"ENSDARG00000002523",279.878792787278,-0.851275177861848,0.435598690414185,-1.95426477763838,0.05066991204761,0.216894516110177
"ENSDARG00000002533",40.7588437048602,0.128043344756769,0.636589321088468,0.201139636677906,0.840589389688653,0.941707426923683
"ENSDARG00000002536",314.968718381673,-0.126590092543627,0.444568267778947,-0.284748376612815,0.775836924975835,0.912094787353511
