"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol"
"ENSDARG00000000476",17.8318614524261,0.348070158892715,0.755513797586859,0.460706554935813,0.64500915153684,0.818611787735851,"pms1"
"ENSDARG00000000489",40.4535657911445,-0.067953677491057,0.555361530669605,-0.12235935285097,0.902614428289485,0.957110671790694,"upf3b"
"ENSDARG00000000529",20.7841264964128,0.399935421838396,0.735160761636915,0.544010837776348,0.586434014935287,0.782218438151764,"ofd1"
"ENSDARG00000000540",62.2959869576123,-0.368058680797273,0.522379445721268,-0.704581092943044,0.481070968111198,0.705420696101436,"asnsd1"
"ENSDARG00000000542",58.215306846462,1.49017386130431,0.602588950034272,2.47295251799681,0.0134001945481439,0.0711791800960566,"gtf2e1"
"ENSDARG00000000551",56.2815117228615,2.41950042269709,0.603595756361413,4.00847818626541,6.11112823710794e-05,0.00120222776319701,"slc1a4"
"ENSDARG00000000563",4.47519761129607,-0.212965612225849,1.35983866054734,-0.156610940992169,0.875551479290649,0.944796986855706,"ttn.1"
"ENSDARG00000000567",66.1708251108276,1.47405972789964,0.61583913416421,2.39357917697155,0.0166848797283743,0.0832118467896684,"znf281a"
"ENSDARG00000000568",94.9885650264818,0.167529841626699,0.473687319704721,0.353671788662468,0.723584867224193,0.866324808962098,"ell"
"ENSDARG00000000588",37.0097658847623,-0.88881973874109,0.594283345381656,-1.49561609903485,0.134753725423138,0.336225160923916,"tamalin"
"ENSDARG00000000606",7.0246401369996,4.71110687444035,1.27823096537869,3.68564602332617,0.000228123238167754,0.00341821849498939,"dnah6"
"ENSDARG00000000631",124.652012229047,0.282460049601446,0.474426278203545,0.59537184717298,0.551594939770882,0.758475367251756,"ptpn4a"
"ENSDARG00000000651",4.35472291204971,0.381943227838295,1.3465743281707,0.283640657517331,0.776685775958439,0.897270155932292,"osgepl1"
"ENSDARG00000000656",586.782416486357,-1.92575159177457,0.506056008641571,-3.80541196802298,0.000141568360186845,0.0023370731731408,"psmb9a"
"ENSDARG00000000666",84.6578703531623,-1.11222153840339,0.531306934519633,-2.09336913588182,0.0363162153809139,0.14265472522087,"creg2"
"ENSDARG00000000690",80.8108287911355,-0.280608679739641,0.537368652670416,-0.52219026611466,0.601537862641499,0.791185359888491,"sypl2b"
"ENSDARG00000000729",62.7606159466518,1.17164701518849,0.565046649075313,2.07354032999906,0.0381220218459257,0.147801573131659,"daxx"
"ENSDARG00000000730",10.9807482141911,0.445198233120087,0.926137211660389,0.480704400508787,0.630726603152288,0.809652546668172,"slc6a22.1"
"ENSDARG00000000747",18.9614385663555,0.920439936865609,0.734592725480351,1.25299353633503,0.210208059022858,0.44254592925999,"lcmt2"
"ENSDARG00000000760",40.3867470523906,-0.901367959296837,0.590546488321559,-1.52632853995744,0.126928064397803,0.323319372297789,"znf511"
"ENSDARG00000000767",118.500855140871,1.92570264068582,0.564306063397218,3.41251452995697,0.000643664954921271,0.0076846783424047,"spi1b"
"ENSDARG00000000779",159.114889314228,0.351409300514737,0.445128130783994,0.789456509737562,0.429845238882459,0.665996098220676,"scfd1"
"ENSDARG00000000796",166.362800469218,-3.09668011707356,0.63115858365203,-4.90634239521144,9.27904845227561e-07,3.45227684277265e-05,"nr4a1"
"ENSDARG00000000804",79.89780398829,-2.35148143139569,0.563659929932116,-4.17180875652966,3.02191223135084e-05,0.000670613006901792,"rassf6"
"ENSDARG00000000830",22.2186035434646,-0.340875966348294,0.675770930027989,-0.504425318109164,0.613962530257131,0.799515828088215,"telo2"
"ENSDARG00000000837",15.3368350477883,0.119751658156587,0.888794764932804,0.134734882428836,0.892821492456352,0.952061602390285,"snx9a"
"ENSDARG00000000853",68.5091288990846,0.05504670445237,0.505220033113542,0.108955902071284,0.913237467079136,0.962919021623156,"dstyk"
"ENSDARG00000000857",252.145397518606,-1.28105197005413,0.497225354347669,-2.57640114055486,0.00998347494189916,0.0581840430259681,"mapk14a"
"ENSDARG00000000861",326.600721178532,1.51071192304902,0.577317277241051,2.61677933885607,0.00887637023967134,0.053312752040183,"scrib"
"ENSDARG00000000906",33.5453457455512,-0.656607443752374,0.643820872275192,-1.01986044881086,0.30779464954765,0.554294949113748,"skap2"
"ENSDARG00000000935",51.172559244715,0.0617380748512437,0.569159687412859,0.108472325459094,0.913621032046983,0.963001639180444,"unk"
"ENSDARG00000000943",29.7773515555182,0.0984333353351646,0.628272483451222,0.156673000852196,0.87550256646246,0.944796986855706,"dzip1"
"ENSDARG00000000966",527.059357611496,0.410663373142726,0.393174920549487,1.04448008171223,0.296263329915185,0.542071332901582,"ncor2"
"ENSDARG00000001014",436.972171605319,1.85657244583341,0.478020598815484,3.88387540293016,0.000102804604332347,0.0018164211114866,"myh9b"
"ENSDARG00000001015",225.98218580232,0.532501059868002,0.437454947138335,1.2172706317563,0.223501264305282,0.459483089864994,"znf384a"
"ENSDARG00000001057",196.006180972024,0.155250483101286,0.479289715023415,0.323917827224191,0.746000246859476,0.879959269671765,"bysl"
"ENSDARG00000001129",167.425458352423,0.716796323387893,0.497351088808873,1.44122801682123,0.149520275729515,0.358844222029356,"dicer1"
"ENSDARG00000001154",4.5429677054634,-0.394154688464148,1.36465347892761,-0.288831336709658,0.772710450393545,0.895617368505935,"rimbp2b"
"ENSDARG00000001162",204.808055666389,-0.26342542487077,0.4275596431218,-0.616113866471086,0.537819370853092,0.749141461507046,"matr3l1.1"
"ENSDARG00000001169",50.9218907261114,-1.18360589200495,0.652825624845913,-1.81305060181165,0.0698240170921666,0.221438647105415,"hsd17b8"
"ENSDARG00000001210",125.245792250181,-0.794144078684129,0.515790899688412,-1.53966283461742,0.123642560535414,0.317759154735483,"arl14ep"
"ENSDARG00000001220",344.961863149403,-0.255903673942926,0.392092491617379,-0.652661500574329,0.513974527611569,0.731316602272671,"mycbp2"
"ENSDARG00000001234",41.9601718005192,-0.195569964287551,0.578947152355364,-0.337802791657067,0.73551180599458,0.873123062957407,"map4k2"
"ENSDARG00000001241",401.807987215382,1.41296883598151,0.402440742810223,3.51099847921665,0.000446426952334987,0.00575759830535303,"puf60b"
"ENSDARG00000001244",523.821298813133,0.498845885855285,0.434984261203324,1.14681364441853,0.251458648814463,0.492011817464156,"srrm1"
"ENSDARG00000001249",62.9344612779035,-1.31574694736802,0.628323179111845,-2.09406081314375,0.0362545633001744,0.142588092865784,"pcgf1"
"ENSDARG00000001259",25.3381195011021,-1.21620877547106,0.763904039633972,-1.59209627436164,0.11136307410164,0.298290316292339,"gas2"
"ENSDARG00000001303",773.976636480783,-1.28567391803108,0.484629844603154,-2.65289876871671,0.00798038008236826,0.0491904478772387,"psmb8a"
"ENSDARG00000001313",11.5778597385597,3.53643541935792,1.05977662771315,3.33696302303728,0.000846992159978364,0.00945172354552901,"g2e3"
"ENSDARG00000001414",64.6108663021569,-0.14547335156115,0.543265958319658,-0.26777556983527,0.788872076652205,0.903342712449603,"mctp2a"
"ENSDARG00000001431",8.81808082812547,0.410025267250307,0.957663088404665,0.428151896230388,0.668540535690019,0.833623190263432,"actn3b"
"ENSDARG00000001442",61.7438748272611,0.311603045821143,0.529972008313897,0.587961328019014,0.556558250396336,0.762559334356487,"inppl1b"
"ENSDARG00000001447",23.7229475524825,0.206164100981124,0.670810973129952,0.307335612026706,0.758587931997117,0.887827541217961,"mier1b"
"ENSDARG00000001452",482.255305373595,5.25608937130202,0.453023918203046,11.6022337013699,4.01460858180423e-31,5.04636298732791e-28,"adam8a"
"ENSDARG00000001470",235.023282640213,-1.70372893032661,0.441789885612087,-3.85642357557857,0.000115058047650197,0.00197926835048697,"mhc1zea"
"ENSDARG00000001498",9.33429149561887,-0.75468670548479,0.939626821645609,-0.803177057209876,0.421872404250222,0.659393424815295,"skap1"
"ENSDARG00000001549",70.3950496812361,1.5610204743332,0.686344366227863,2.27439832122837,0.0229420482988632,0.104297123731179,"sp3a"
"ENSDARG00000001557",87.3953196221589,-0.118908681404164,0.493355669101975,-0.24102019871507,0.809539461612328,0.913990953560226,"tomm34"
"ENSDARG00000001558",67.0213415904065,4.06977828564229,0.57540498334931,7.07289370688619,1.517357158837e-12,2.24390346900954e-10,"kifc1"
"ENSDARG00000001559",9.07810580885377,-3.62275157185846,1.26463268533575,-2.864667040372,0.00417447919728349,0.0307117411846968,"csmd2"
"ENSDARG00000001578",192.317757858464,-1.29631765099275,0.480993892810476,-2.69508131053034,0.00703714561787712,0.0449019900592464,"echs1"
"ENSDARG00000001621",64.2107533746986,-1.16208024108463,0.52897925998014,-2.19683516727717,0.028032220474845,0.11984524684371,"nfyal"
"ENSDARG00000001634",230.998526295527,0.0966410704894333,0.40413208259722,0.239132389263317,0.811002927225539,0.914985808267498,"kirrel1a"
"ENSDARG00000001656",284.292443257691,-1.737431554404,0.499085459442366,-3.48123056188664,0.000499115656248717,0.00629186054345625,"psmb13a"
"ENSDARG00000001676",139.733384086038,-0.206229233211754,0.433650259035026,-0.475565801968302,0.634383743791414,0.811800837932032,"gpm6bb"
"ENSDARG00000001710",15.827886167909,0.0452095091882334,0.879683905088947,0.0513929025263479,0.959012440264761,0.98292120618081,"flot1a"
"ENSDARG00000001712",16.3671481655191,0.663973984583006,0.759477829396985,0.874250648119896,0.381981769215861,0.625682780686057,"s100p"
"ENSDARG00000001729",317.773253627756,0.37643819065886,0.393172676137384,0.957437313185321,0.338346572625349,0.585962696998482,"strn3"
"ENSDARG00000001733",90.2475523404502,-1.08638333786801,0.508520847225158,-2.13635949007021,0.0326501233178371,0.133219770495548,"gulp1a"
"ENSDARG00000001734",55.859660901967,-0.123075264093323,0.541067518015837,-0.227467478633083,0.820060254745874,0.91837981182499,"fkbp8"
"ENSDARG00000001754",95.9770958300163,0.106186459631129,0.465692664564502,0.228018321333085,0.81963199730652,0.918250820511849,"noc2l"
"ENSDARG00000001760",6.06216628947574,-1.3135957746091,1.24086442994941,-1.05861344954715,0.289775859150784,0.535097121651153,"tnxba"
"ENSDARG00000001767",27.8129791610137,0.692558902458025,0.727976422876602,0.951347984212697,0.341427756001491,0.588947819066285,"slc29a2"
"ENSDARG00000001769",126.70286953642,1.2844584515374,0.572579106381953,2.24328557787188,0.0248784047872605,0.110697893159598,"ptpra"
"ENSDARG00000001776",57.2942776071774,0.947621147682828,0.617444813729559,1.53474630705682,0.124846156333672,0.319755881117736,"stim2b"
"ENSDARG00000001777",166.715647788441,2.21309610126927,0.473336228494986,4.67552654548754,2.93200345752138e-06,9.28010734630599e-05,"nup155"
"ENSDARG00000001781",4.88107913956932,-0.110031463934863,1.26951208876236,-0.0866722459036463,0.930932037937533,0.970973364870631,"tspan11"
"ENSDARG00000001782",41.2755502802029,-0.56713373944016,0.561100206164136,-1.01075304056163,0.31213464385615,0.559249181692173,"prkacba"
"ENSDARG00000001785",4.67699497705611,0.331019462024017,1.26644150867193,0.261377615750406,0.793801317251148,0.905472928241011,"irx2a"
"ENSDARG00000001788",3694.98404916376,-1.52922338092688,0.496866117333305,-3.0777372969891,0.00208578699843619,0.0186892462314054,"atp5po"
"ENSDARG00000001803",7.90951364916074,-1.22915515793807,1.05531111717426,-1.16473250204101,0.244127288369868,0.482876477546694,"kcnh6a"
"ENSDARG00000001804",32.9785678935449,-1.38420911920631,0.666421972897311,-2.07707605016139,0.0377945406589792,0.146920328366847,"zgc:112148"
"ENSDARG00000001807",195.740157304999,0.48423393168194,0.415694133517862,1.1648803594702,0.244067424680708,0.482823921482494,"tnfrsf21"
"ENSDARG00000001817",18.9290767001923,0.300745271429861,0.804358266608685,0.373894673449252,0.708482679494511,0.856604479130498,"zmp:0000000521"
"ENSDARG00000001825",9.97795929963243,0.910176717845587,0.918414739192187,0.991030172976268,0.321670847120265,0.570009421772472,"cfap43"
"ENSDARG00000001829",74.5024332394203,-0.796143237053952,0.494323054849448,-1.61057274032349,0.107272879261477,0.290921271265752,"zgc:112982"
"ENSDARG00000001835",32.6579472389754,-0.135600422480891,0.613119294354779,-0.221164826697537,0.824964095347211,0.921247838935239,"nalcn"
"ENSDARG00000001857",161.19252804899,1.42791667747603,0.593287564179041,2.4067867989984,0.0160935620315893,0.0810805910769849,"aff4"
"ENSDARG00000001870",9.99555974348446,-2.65247891484927,1.08609444714942,-2.44221754545473,0.0145973473534516,0.075890990838112,"atp1a1a.4"
"ENSDARG00000001873",325.702008516378,-0.456291758270896,0.41891639586122,-1.08921914438999,0.276057258545411,0.520691922388225,"phgdh"
"ENSDARG00000001879",234.307814861783,0.627643813018295,0.467428729855497,1.34275831357719,0.179350245658469,0.401603972909752,"nav2b"
"ENSDARG00000001880",28.3515580227259,-0.206473428569279,0.660801720875444,-0.312458975281933,0.754691736351509,0.885463375979323,"stx3b"
"ENSDARG00000001888",76.6424920037233,0.734015723450856,0.588835335233627,1.24655515647618,0.212560653126467,0.445367588250932,"ppm1ba"
"ENSDARG00000001889",95.4324667621859,0.463374901520186,0.50953115604462,0.90941426451184,0.363131494994292,0.608131215345622,"tuba1a"
"ENSDARG00000001890",206.790407497162,0.286089114712338,0.414876422328739,0.689576701193318,0.490460423309773,0.712985037681261,"stt3b"
"ENSDARG00000001897",100.4945382662,1.216187219283,0.473984213813597,2.56588127587154,0.0102914046653314,0.0594057609498119,"man2b1"
"ENSDARG00000001898",49.8905129431361,0.0793804661704099,0.541518016997053,0.146588781312593,0.883456609234878,0.947992037153377,"manea"
"ENSDARG00000001906",5.57544103181008,-1.59083146402739,1.31303729321581,-1.21156609355033,0.225678520256442,0.461676003057344,"si:dkey-247m21.3"
"ENSDARG00000001909",6.18717641801311,-0.301844093651265,1.13967478160166,-0.264851077275803,0.791124187441013,0.904444213376752,"vill"
"ENSDARG00000001910",220.729789826392,-1.05877428696725,0.409121794548568,-2.58791954150359,0.00965575314043565,0.056716269614615,"rorab"
"ENSDARG00000001929",24.1693203409222,-0.58602092027469,0.679406812427047,-0.862547901427785,0.388386085409294,0.630867484865493,"pink1"
"ENSDARG00000001930",45.4692552636359,-0.43125386076197,0.585262154378619,-0.736855881651596,0.461209995900715,0.692380555580654,"klhl15"
"ENSDARG00000001933",19.7404573165629,-0.758389603579272,0.733673088381042,-1.03368873083892,0.301281703030575,0.547496428121857,"prkag2b"
"ENSDARG00000001937",88.6923906720033,-0.0551801441923667,0.504132987382011,-0.109455531721739,0.912841190334345,0.962791685196511,"LOC100334818"
"ENSDARG00000001939",114.384602658079,1.27551444541385,0.472658505262864,2.69859619833665,0.00696326096531406,0.0445760154483801,"b3gat3"
"ENSDARG00000001940",232.385869252034,0.342237460630851,0.423580716115346,0.807962798140358,0.419111998401725,0.65722977880705,"dnajc1"
"ENSDARG00000001950",1619.45161491955,-3.21201454472535,0.509773990399094,-6.30085999917475,2.95998665291645e-10,2.65764515908284e-08,"ak1"
"ENSDARG00000001953",52.3070356080209,0.349435238526605,0.529887297078628,0.659452001308787,0.50960555881689,0.72843412625973,"pfkfb3"
"ENSDARG00000001968",171.459562737956,1.9851453508001,0.540619608951976,3.67198177411364,0.000240676850456298,0.00356818130946076,"dock5"
"ENSDARG00000001969",41.3488479512894,-0.220546886621634,0.549188073691401,-0.401587174206488,0.687987870542957,0.8454002182945,"txlng"
"ENSDARG00000001975",95.837804753583,-0.998945474328102,0.493121249351837,-2.02576034928757,0.0427893489867024,0.160180166659857,"hsd11b2"
"ENSDARG00000001976",11.038903175425,-0.893966428581438,0.886682241637269,-1.00821510412876,0.313351208388199,0.560743803662347,"fkbp16"
"ENSDARG00000001993",4.29783658953768,-0.173084404771105,1.38846159892918,-0.124659122661075,0.900793420278785,0.956319937116509,"myhb"
"ENSDARG00000001999",37.8597610126019,-1.07111588982676,0.808049633989242,-1.32555705091876,0.18498646039382,0.408793545794412,"adamts18"
"ENSDARG00000002002",78.1429282069939,2.10375384462119,0.507748964667929,4.14329519312178,3.42350813893525e-05,0.000741956850110622,"lmcd1"
"ENSDARG00000002006",66.8973637091057,0.651718827477812,0.511429849541882,1.27430737189391,0.202554504931774,0.432321584580327,"rxrbb"
"ENSDARG00000002013",87.7913648088894,0.511693250125916,0.526421240439121,0.97202242390349,0.331039393052235,0.579664799893854,"grb10a"
"ENSDARG00000002016",54.5461116797519,-0.565405119756659,0.526949778160138,-1.07297724221612,0.283281327110631,0.528819857270913,"ppil2"
"ENSDARG00000002020",84.0340917479893,0.802820974922117,0.501343728058517,1.60133842310362,0.109301983166733,0.294239046605428,"rictorb"
"ENSDARG00000002021",51.7123815916922,-0.313346114644943,0.523770164214297,-0.59825117208612,0.549672351574061,0.757311050105718,"pygb"
"ENSDARG00000002026",8.6307655742659,2.46292973573891,1.29939231799077,1.89544735769048,0.0580331596706275,0.196208942148646,"qkib"
"ENSDARG00000002031",23.0786934661508,1.34804359714097,0.713605390215774,1.88906027844514,0.0588837521477803,0.197641859678932,"tox4a"
"ENSDARG00000002037",19.8002582364908,-2.67625159217845,0.80701540435524,-3.31623359075361,0.000912395317651924,0.00997975404869839,"pfkfb2b"
"ENSDARG00000002060",25.5800675176363,-0.471845638062633,0.662881563542265,-0.71180986772541,0.476582521382856,0.703118953520013,"brf2"
"ENSDARG00000002071",36.6238998343417,0.547047974982753,0.694161142441218,0.788070581218218,0.430655421970589,0.666525082039472,"adss2"
"ENSDARG00000002077",35.7257726758838,-0.498607368442574,0.61437994112256,-0.811561926210591,0.417043045709731,0.655747276483189,"mnat1"
"ENSDARG00000002082",780.85626251837,1.0979263735406,0.472896894843403,2.32170349501696,0.0202489066351751,0.0952272204612004,"csnk2a1"
"ENSDARG00000002084",17.3115184082007,0.224872652411068,0.771758613777733,0.291376925889202,0.770763059789809,0.894703149299273,"lamb2"
"ENSDARG00000002097",73.341074295989,-0.497382389310272,0.505236934988059,-0.984453738169455,0.324892466976063,0.572719386341256,NA
"ENSDARG00000002127",128.830115543549,1.33014035988423,0.458960069563677,2.89816140464849,0.00375357364330684,0.0285809253384751,"stam"
"ENSDARG00000002128",48.3215102845384,0.142260876192714,0.543008020553587,0.261986694133323,0.793331700553592,0.905092464592681,"cwf19l1"
"ENSDARG00000002131",284.097869025515,0.433235349127682,0.523303061442168,0.827886135299364,0.407734987606695,0.64729998303136,"celf2"
"ENSDARG00000002165",475.430126857742,-1.34422034329823,0.509354960057142,-2.63906400979668,0.00831352820933604,0.050781488867718,"psme1"
"ENSDARG00000002167",9.76638956601093,2.22496791471887,1.1457953211802,1.94185459967412,0.0521547048670358,0.183112448229406,"cacnb1"
"ENSDARG00000002168",121.204822385572,0.322614082751316,0.454041064628869,0.710539437693854,0.477369683838022,0.703202199360653,"tra2b"
"ENSDARG00000002172",12.4997896411815,2.91097184820244,0.929712118969228,3.13104646998669,0.00174184595931361,0.0164712548049441,"aplnra"
"ENSDARG00000002174",43.8840384948036,-0.525263944465985,0.617794716897489,-0.850224079454442,0.395200516706776,0.636007196434005,"itfg2"
"ENSDARG00000002184",110.226950641266,-0.133795918907683,0.447725958903918,-0.298834401371835,0.765066401116192,0.891336545967742,"igbp1"
"ENSDARG00000002190",266.074760186281,-0.845612025942347,0.448420197553174,-1.88575811383267,0.0593275577129732,0.198692954553547,"chmp2bb"
"ENSDARG00000002192",1633.03793862846,-0.090129288899984,0.393450586459874,-0.229073972696126,0.81881142240517,0.918074920315169,"aspn"
"ENSDARG00000002196",139.950936342026,0.0583448564208372,0.447462232917642,0.130390571826373,0.896257425502859,0.953875910129986,"bach1b"
"ENSDARG00000002197",3.97005407887344,-3.47004858459624,1.72269710453189,-2.01431149763218,0.043976839583519,0.162924700509988,"pygl"
"ENSDARG00000002204",9.0782731769311,-1.20533031723436,1.03049893096329,-1.16965702827817,0.242139017645791,0.479946791620625,"hspb9l"
"ENSDARG00000002210",32.4180245233665,-0.237665321714767,0.671861745035531,-0.353741411043129,0.723532685070943,0.866324808962098,"stk25a"
"ENSDARG00000002213",52.6223108566306,0.278935325920628,0.525105031998727,0.531199110507294,0.595280809303269,0.787946722987509,"invs"
"ENSDARG00000002215",154.919418719175,0.483574328953878,0.451168710774507,1.07182594316822,0.283798218233534,0.529064995191673,"rtca"
"ENSDARG00000002216",21.4523259288043,-1.22324197756157,0.706612076006173,-1.73113653035118,0.0834274162907165,0.248545060417137,"tbx3a"
"ENSDARG00000002217",251.532870109,0.242253733255376,0.423330179631974,0.572257176339239,0.567147757055408,0.769994308645353,"scocb"
"ENSDARG00000002220",31.1854952394491,-0.59050386863195,0.81196711068432,-0.727250969727429,0.467072227679763,0.696633647006334,"zgc:103692"
"ENSDARG00000002230",6.13882814861631,0.815219556019832,1.26410800491466,0.644897075922614,0.51899388677607,0.735544368163428,"sypb"
"ENSDARG00000002231",63.7367236449555,0.74549826174023,0.5723270568715,1.30257385666044,0.192720287967678,0.419375742259823,"plpp2a"
"ENSDARG00000002235",626.113593258576,0.194425582240374,0.384386182597687,0.505807937544588,0.612991485748918,0.798772615046979,"mmp14a"
"ENSDARG00000002240",924.543084835229,-0.00538640580795576,0.465026067193022,-0.0115830190777671,0.990758294565112,0.996876026879768,"psmb6"
"ENSDARG00000002249",35.6211471815487,-1.67231698049763,0.583724332112386,-2.8649088079742,0.00417129346976578,0.0307117411846968,"tbxas1"
"ENSDARG00000002264",87.867723321,-1.2907082632885,0.519054546966111,-2.48665245460756,0.0128951305167008,0.0693123111890351,"mrpl41"
"ENSDARG00000002267",95.3815637496125,-0.207269323064472,0.469678301343767,-0.441300614636585,0.658995381216467,0.827293531077713,"dcaf13"
"ENSDARG00000002271",117.286470917646,0.988831689789417,0.446456780243451,2.2148430341907,0.0267708402691572,0.116094935203703,"zfand5b"
"ENSDARG00000002285",89.4951669192911,0.704736237331931,0.505219106767847,1.39491208446272,0.163042352532121,0.378425127916151,"mcoln1a"
"ENSDARG00000002293",163.896429290537,-1.98776354631084,0.460142498508148,-4.31988688885612,1.56109195771945e-05,0.000381556892665928,"si:ch211-197g15.9"
"ENSDARG00000002298",426.007550648341,-1.74923371190822,0.511988249054489,-3.41655050704504,0.00063419898336756,0.00761818000634971,"ankrd22"
"ENSDARG00000002299",23.553046194877,1.07182640358715,0.760461171059826,1.40944264398587,0.158704321998726,0.372617290638505,"arsh"
"ENSDARG00000002300",281.465508959854,-0.331072921439317,0.395711145751919,-0.836653010645484,0.402787639009797,0.643072642194455,"p2rx2"
"ENSDARG00000002304",57.3775292118835,-0.978462654711317,0.522224954509025,-1.87364208903274,0.0609797727701641,0.202611109003013,"gins2"
"ENSDARG00000002305",300.631883184647,0.386071586479442,0.43901161973513,0.879410860952543,0.379178545365165,0.623665380648183,"me3"
"ENSDARG00000002332",76.3049532922574,-0.42891844662546,0.505206072888118,-0.848997012592221,0.395882954601113,0.636669248786332,"frmd6"
"ENSDARG00000002333",24.5419463505502,0.798756994124806,0.922693821675153,0.865679356858226,0.386666023554876,0.629463603421828,"fam102bb"
"ENSDARG00000002336",31.6232361497578,-2.95761125595049,0.770012836972235,-3.84098954451215,0.000122539334410354,0.0020795055033302,"dlc"
"ENSDARG00000002339",10.9793579909836,-0.474790372774732,0.889210446748059,-0.533946013017608,0.593378886126899,0.787321212348358,"sgf29"
"ENSDARG00000002344",5160.01239272067,0.89096963448547,0.390845397034754,2.27959607876934,0.0226316557437849,0.103283871391309,"tubb4b"
"ENSDARG00000002353",24.0069126651436,-1.93355146129645,0.709074020551795,-2.72686828914107,0.00639385553946194,0.0419221571473365,"tagapa"
"ENSDARG00000002355",12.8336842464984,1.93716456123302,0.955792785549813,2.02676206654843,0.0426867515855124,0.159898138442283,"shpk"
"ENSDARG00000002362",65.1963623685233,0.851123028023592,0.496814830937429,1.71315946107653,0.0866832073474723,0.254262352066156,"ubald1a"
"ENSDARG00000002365",90.4582954697026,0.704162404788189,0.475943385516608,1.4795087529662,0.139004393725099,0.342509005989119,"cers5"
"ENSDARG00000002369",463.663153007087,-0.877522733308896,0.401865646400861,-2.18362216618428,0.028990023376171,0.122665718624199,"si:ch211-202a12.4"
"ENSDARG00000002377",16.6429736975458,0.125767533359513,0.818216443649494,0.153709369123104,0.877838897088398,0.945698101845628,"mief2"
"ENSDARG00000002385",67.8999805021767,0.158332480294242,0.512532453615816,0.308921862756665,0.757380965610181,0.887494355627112,"atm"
"ENSDARG00000002391",505.235370767832,-1.454064828292,0.493629954552566,-2.94565760218094,0.00322268923068604,0.0255348424500734,"tlcd1"
"ENSDARG00000002396",67.8477740716581,-1.06330565421287,0.560238820156233,-1.89795068809467,0.0577025782384304,0.195483765483785,"cry-dash"
"ENSDARG00000002401",242.736769889696,0.307640236730935,0.4333856893504,0.709853242251851,0.477795148419596,0.703202199360653,"gale"
"ENSDARG00000002402",62.0843567930703,0.739622109268062,0.500280803475147,1.47841393099707,0.13929701887114,0.342941933141344,"ercc3"
