"comparison","gene_id"
"4dpa_vs_0dpa","ENSDARG00000032175"
"4dpa_vs_0dpa","ENSDARG00000032188"
"4dpa_vs_0dpa","ENSDARG00000032264"
"4dpa_vs_0dpa","ENSDARG00000032296"
"4dpa_vs_0dpa","ENSDARG00000032430"
"4dpa_vs_0dpa","ENSDARG00000032435"
"4dpa_vs_0dpa","ENSDARG00000032482"
"4dpa_vs_0dpa","ENSDARG00000032496"
"4dpa_vs_0dpa","ENSDARG00000032516"
"4dpa_vs_0dpa","ENSDARG00000032532"
"4dpa_vs_0dpa","ENSDARG00000032535"
"4dpa_vs_0dpa","ENSDARG00000032565"
"4dpa_vs_0dpa","ENSDARG00000032618"
"4dpa_vs_0dpa","ENSDARG00000032619"
"4dpa_vs_0dpa","ENSDARG00000032623"
"4dpa_vs_0dpa","ENSDARG00000032627"
"4dpa_vs_0dpa","ENSDARG00000032637"
"4dpa_vs_0dpa","ENSDARG00000032653"
"4dpa_vs_0dpa","ENSDARG00000032704"
"4dpa_vs_0dpa","ENSDARG00000032708"
"4dpa_vs_0dpa","ENSDARG00000032725"
"4dpa_vs_0dpa","ENSDARG00000032795"
"4dpa_vs_0dpa","ENSDARG00000032816"
"4dpa_vs_0dpa","ENSDARG00000032856"
"4dpa_vs_0dpa","ENSDARG00000032862"
"4dpa_vs_0dpa","ENSDARG00000032866"
"4dpa_vs_0dpa","ENSDARG00000032876"
"4dpa_vs_0dpa","ENSDARG00000032970"
"4dpa_vs_0dpa","ENSDARG00000032985"
"4dpa_vs_0dpa","ENSDARG00000032990"
"4dpa_vs_0dpa","ENSDARG00000032997"
"4dpa_vs_0dpa","ENSDARG00000033009"
"4dpa_vs_0dpa","ENSDARG00000033012"
"4dpa_vs_0dpa","ENSDARG00000033042"
"4dpa_vs_0dpa","ENSDARG00000033126"
"4dpa_vs_0dpa","ENSDARG00000033144"
"4dpa_vs_0dpa","ENSDARG00000033170"
"4dpa_vs_0dpa","ENSDARG00000033171"
"4dpa_vs_0dpa","ENSDARG00000033175"
"4dpa_vs_0dpa","ENSDARG00000033182"
"4dpa_vs_0dpa","ENSDARG00000033201"
"4dpa_vs_0dpa","ENSDARG00000033251"
"4dpa_vs_0dpa","ENSDARG00000033285"
"4dpa_vs_0dpa","ENSDARG00000033320"
"4dpa_vs_0dpa","ENSDARG00000033327"
"4dpa_vs_0dpa","ENSDARG00000033361"
"4dpa_vs_0dpa","ENSDARG00000033364"
"4dpa_vs_0dpa","ENSDARG00000033367"
"4dpa_vs_0dpa","ENSDARG00000033370"
"4dpa_vs_0dpa","ENSDARG00000033376"
"4dpa_vs_0dpa","ENSDARG00000033418"
"4dpa_vs_0dpa","ENSDARG00000033450"
"4dpa_vs_0dpa","ENSDARG00000033451"
"4dpa_vs_0dpa","ENSDARG00000033466"
"4dpa_vs_0dpa","ENSDARG00000033533"
"4dpa_vs_0dpa","ENSDARG00000033537"
"4dpa_vs_0dpa","ENSDARG00000033539"
"4dpa_vs_0dpa","ENSDARG00000033596"
"4dpa_vs_0dpa","ENSDARG00000033604"
"4dpa_vs_0dpa","ENSDARG00000033614"
"4dpa_vs_0dpa","ENSDARG00000033655"
"4dpa_vs_0dpa","ENSDARG00000033738"
"4dpa_vs_0dpa","ENSDARG00000033789"
"4dpa_vs_0dpa","ENSDARG00000033840"
"4dpa_vs_0dpa","ENSDARG00000033889"
"4dpa_vs_0dpa","ENSDARG00000033899"
"4dpa_vs_0dpa","ENSDARG00000033928"
"4dpa_vs_0dpa","ENSDARG00000033973"
"4dpa_vs_0dpa","ENSDARG00000033993"
"4dpa_vs_0dpa","ENSDARG00000034042"
"4dpa_vs_0dpa","ENSDARG00000034043"
"4dpa_vs_0dpa","ENSDARG00000034117"
"4dpa_vs_0dpa","ENSDARG00000034146"
"4dpa_vs_0dpa","ENSDARG00000034165"
"4dpa_vs_0dpa","ENSDARG00000034174"
"4dpa_vs_0dpa","ENSDARG00000034178"
"4dpa_vs_0dpa","ENSDARG00000034187"
"4dpa_vs_0dpa","ENSDARG00000034291"
"4dpa_vs_0dpa","ENSDARG00000034293"
"4dpa_vs_0dpa","ENSDARG00000034344"
"4dpa_vs_0dpa","ENSDARG00000034375"
"4dpa_vs_0dpa","ENSDARG00000034403"
"4dpa_vs_0dpa","ENSDARG00000034409"
"4dpa_vs_0dpa","ENSDARG00000034423"
"4dpa_vs_0dpa","ENSDARG00000034424"
"4dpa_vs_0dpa","ENSDARG00000034473"
"4dpa_vs_0dpa","ENSDARG00000034518"
"4dpa_vs_0dpa","ENSDARG00000034555"
"4dpa_vs_0dpa","ENSDARG00000034633"
"4dpa_vs_0dpa","ENSDARG00000034650"
"4dpa_vs_0dpa","ENSDARG00000034677"
"4dpa_vs_0dpa","ENSDARG00000034714"
"4dpa_vs_0dpa","ENSDARG00000034753"
"4dpa_vs_0dpa","ENSDARG00000034771"
"4dpa_vs_0dpa","ENSDARG00000034871"
"4dpa_vs_0dpa","ENSDARG00000034897"
"4dpa_vs_0dpa","ENSDARG00000034956"
"4dpa_vs_0dpa","ENSDARG00000035018"
"4dpa_vs_0dpa","ENSDARG00000035043"
"4dpa_vs_0dpa","ENSDARG00000035127"
"4dpa_vs_0dpa","ENSDARG00000035129"
"4dpa_vs_0dpa","ENSDARG00000035131"
"4dpa_vs_0dpa","ENSDARG00000035133"
"4dpa_vs_0dpa","ENSDARG00000035136"
"4dpa_vs_0dpa","ENSDARG00000035146"
"4dpa_vs_0dpa","ENSDARG00000035152"
"4dpa_vs_0dpa","ENSDARG00000035167"
"4dpa_vs_0dpa","ENSDARG00000035178"
"4dpa_vs_0dpa","ENSDARG00000035187"
"4dpa_vs_0dpa","ENSDARG00000035198"
"4dpa_vs_0dpa","ENSDARG00000035264"
"4dpa_vs_0dpa","ENSDARG00000035282"
"4dpa_vs_0dpa","ENSDARG00000035308"
"4dpa_vs_0dpa","ENSDARG00000035309"
"4dpa_vs_0dpa","ENSDARG00000035325"
"4dpa_vs_0dpa","ENSDARG00000035326"
"4dpa_vs_0dpa","ENSDARG00000035329"
"4dpa_vs_0dpa","ENSDARG00000035330"
"4dpa_vs_0dpa","ENSDARG00000035332"
"4dpa_vs_0dpa","ENSDARG00000035398"
"4dpa_vs_0dpa","ENSDARG00000035399"
"4dpa_vs_0dpa","ENSDARG00000035400"
"4dpa_vs_0dpa","ENSDARG00000035427"
"4dpa_vs_0dpa","ENSDARG00000035433"
"4dpa_vs_0dpa","ENSDARG00000035434"
"4dpa_vs_0dpa","ENSDARG00000035515"
"4dpa_vs_0dpa","ENSDARG00000035519"
"4dpa_vs_0dpa","ENSDARG00000035535"
"4dpa_vs_0dpa","ENSDARG00000035540"
"4dpa_vs_0dpa","ENSDARG00000035549"
"4dpa_vs_0dpa","ENSDARG00000035556"
"4dpa_vs_0dpa","ENSDARG00000035557"
"4dpa_vs_0dpa","ENSDARG00000035559"
"4dpa_vs_0dpa","ENSDARG00000035562"
"4dpa_vs_0dpa","ENSDARG00000035570"
"4dpa_vs_0dpa","ENSDARG00000035573"
"4dpa_vs_0dpa","ENSDARG00000035596"
"4dpa_vs_0dpa","ENSDARG00000035598"
"4dpa_vs_0dpa","ENSDARG00000035607"
"4dpa_vs_0dpa","ENSDARG00000035610"
"4dpa_vs_0dpa","ENSDARG00000035618"
"4dpa_vs_0dpa","ENSDARG00000035622"
"4dpa_vs_0dpa","ENSDARG00000035625"
"4dpa_vs_0dpa","ENSDARG00000035631"
"4dpa_vs_0dpa","ENSDARG00000035632"
"4dpa_vs_0dpa","ENSDARG00000035660"
"4dpa_vs_0dpa","ENSDARG00000035678"
"4dpa_vs_0dpa","ENSDARG00000035679"
"4dpa_vs_0dpa","ENSDARG00000035682"
"4dpa_vs_0dpa","ENSDARG00000035692"
"4dpa_vs_0dpa","ENSDARG00000035699"
"4dpa_vs_0dpa","ENSDARG00000035706"
"4dpa_vs_0dpa","ENSDARG00000035715"
"4dpa_vs_0dpa","ENSDARG00000035719"
"4dpa_vs_0dpa","ENSDARG00000035797"
"4dpa_vs_0dpa","ENSDARG00000035809"
"4dpa_vs_0dpa","ENSDARG00000035810"
"4dpa_vs_0dpa","ENSDARG00000035823"
"4dpa_vs_0dpa","ENSDARG00000035858"
"4dpa_vs_0dpa","ENSDARG00000035859"
"4dpa_vs_0dpa","ENSDARG00000035860"
"4dpa_vs_0dpa","ENSDARG00000035871"
"4dpa_vs_0dpa","ENSDARG00000035882"
"4dpa_vs_0dpa","ENSDARG00000035890"
"4dpa_vs_0dpa","ENSDARG00000035899"
"4dpa_vs_0dpa","ENSDARG00000035904"
"4dpa_vs_0dpa","ENSDARG00000035909"
"4dpa_vs_0dpa","ENSDARG00000035913"
"4dpa_vs_0dpa","ENSDARG00000035914"
"4dpa_vs_0dpa","ENSDARG00000035942"
"4dpa_vs_0dpa","ENSDARG00000035952"
"4dpa_vs_0dpa","ENSDARG00000035957"
"4dpa_vs_0dpa","ENSDARG00000035987"
"4dpa_vs_0dpa","ENSDARG00000035993"
"4dpa_vs_0dpa","ENSDARG00000036028"
"4dpa_vs_0dpa","ENSDARG00000036036"
"4dpa_vs_0dpa","ENSDARG00000036057"
"4dpa_vs_0dpa","ENSDARG00000036060"
"4dpa_vs_0dpa","ENSDARG00000036064"
"4dpa_vs_0dpa","ENSDARG00000036065"
"4dpa_vs_0dpa","ENSDARG00000036070"
"4dpa_vs_0dpa","ENSDARG00000036071"
"4dpa_vs_0dpa","ENSDARG00000036074"
"4dpa_vs_0dpa","ENSDARG00000036082"
"4dpa_vs_0dpa","ENSDARG00000036092"
"4dpa_vs_0dpa","ENSDARG00000036096"
"4dpa_vs_0dpa","ENSDARG00000036100"
"4dpa_vs_0dpa","ENSDARG00000036102"
"4dpa_vs_0dpa","ENSDARG00000036136"
"4dpa_vs_0dpa","ENSDARG00000036147"
"4dpa_vs_0dpa","ENSDARG00000036161"
"4dpa_vs_0dpa","ENSDARG00000036168"
"4dpa_vs_0dpa","ENSDARG00000036190"
"4dpa_vs_0dpa","ENSDARG00000036254"
"4dpa_vs_0dpa","ENSDARG00000036279"
"4dpa_vs_0dpa","ENSDARG00000036298"
"4dpa_vs_0dpa","ENSDARG00000036305"
"4dpa_vs_0dpa","ENSDARG00000036316"
"4dpa_vs_0dpa","ENSDARG00000036329"
"4dpa_vs_0dpa","ENSDARG00000036335"
"4dpa_vs_0dpa","ENSDARG00000036382"
"4dpa_vs_0dpa","ENSDARG00000036386"
"4dpa_vs_0dpa","ENSDARG00000036456"
"4dpa_vs_0dpa","ENSDARG00000036541"
"4dpa_vs_0dpa","ENSDARG00000036542"
"4dpa_vs_0dpa","ENSDARG00000036549"
"4dpa_vs_0dpa","ENSDARG00000036571"
"4dpa_vs_0dpa","ENSDARG00000036588"
"4dpa_vs_0dpa","ENSDARG00000036625"
"4dpa_vs_0dpa","ENSDARG00000036626"
"4dpa_vs_0dpa","ENSDARG00000036628"
"4dpa_vs_0dpa","ENSDARG00000036629"
"4dpa_vs_0dpa","ENSDARG00000036637"
"4dpa_vs_0dpa","ENSDARG00000036670"
"4dpa_vs_0dpa","ENSDARG00000036675"
"4dpa_vs_0dpa","ENSDARG00000036678"
"4dpa_vs_0dpa","ENSDARG00000036684"
"4dpa_vs_0dpa","ENSDARG00000036687"
"4dpa_vs_0dpa","ENSDARG00000036700"
"4dpa_vs_0dpa","ENSDARG00000036704"
"4dpa_vs_0dpa","ENSDARG00000036754"
"4dpa_vs_0dpa","ENSDARG00000036764"
"4dpa_vs_0dpa","ENSDARG00000036775"
"4dpa_vs_0dpa","ENSDARG00000036778"
"4dpa_vs_0dpa","ENSDARG00000036781"
"4dpa_vs_0dpa","ENSDARG00000036784"
"4dpa_vs_0dpa","ENSDARG00000036785"
"4dpa_vs_0dpa","ENSDARG00000036791"
"4dpa_vs_0dpa","ENSDARG00000036793"
"4dpa_vs_0dpa","ENSDARG00000036826"
"4dpa_vs_0dpa","ENSDARG00000036830"
"4dpa_vs_0dpa","ENSDARG00000036832"
"4dpa_vs_0dpa","ENSDARG00000036840"
"4dpa_vs_0dpa","ENSDARG00000036848"
"4dpa_vs_0dpa","ENSDARG00000036863"
"4dpa_vs_0dpa","ENSDARG00000036864"
"4dpa_vs_0dpa","ENSDARG00000036875"
"4dpa_vs_0dpa","ENSDARG00000036876"
"4dpa_vs_0dpa","ENSDARG00000036888"
"4dpa_vs_0dpa","ENSDARG00000036912"
"4dpa_vs_0dpa","ENSDARG00000036924"
"4dpa_vs_0dpa","ENSDARG00000036929"
"4dpa_vs_0dpa","ENSDARG00000036930"
"4dpa_vs_0dpa","ENSDARG00000036956"
"4dpa_vs_0dpa","ENSDARG00000036966"
"4dpa_vs_0dpa","ENSDARG00000036967"
"4dpa_vs_0dpa","ENSDARG00000036987"
"4dpa_vs_0dpa","ENSDARG00000036994"
"4dpa_vs_0dpa","ENSDARG00000036995"
"4dpa_vs_0dpa","ENSDARG00000037009"
"4dpa_vs_0dpa","ENSDARG00000037012"
"4dpa_vs_0dpa","ENSDARG00000037017"
"4dpa_vs_0dpa","ENSDARG00000037020"
"4dpa_vs_0dpa","ENSDARG00000037030"
"4dpa_vs_0dpa","ENSDARG00000037033"
"4dpa_vs_0dpa","ENSDARG00000037038"
"4dpa_vs_0dpa","ENSDARG00000037057"
"4dpa_vs_0dpa","ENSDARG00000037060"
"4dpa_vs_0dpa","ENSDARG00000037064"
"4dpa_vs_0dpa","ENSDARG00000037069"
"4dpa_vs_0dpa","ENSDARG00000037070"
"4dpa_vs_0dpa","ENSDARG00000037071"
"4dpa_vs_0dpa","ENSDARG00000037097"
"4dpa_vs_0dpa","ENSDARG00000037108"
"4dpa_vs_0dpa","ENSDARG00000037109"
"4dpa_vs_0dpa","ENSDARG00000037116"
"4dpa_vs_0dpa","ENSDARG00000037145"
"4dpa_vs_0dpa","ENSDARG00000037154"
"4dpa_vs_0dpa","ENSDARG00000037176"
"4dpa_vs_0dpa","ENSDARG00000037178"
"4dpa_vs_0dpa","ENSDARG00000037186"
"4dpa_vs_0dpa","ENSDARG00000037188"
"4dpa_vs_0dpa","ENSDARG00000037196"
"4dpa_vs_0dpa","ENSDARG00000037199"
"4dpa_vs_0dpa","ENSDARG00000037229"
"4dpa_vs_0dpa","ENSDARG00000037238"
"4dpa_vs_0dpa","ENSDARG00000037245"
"4dpa_vs_0dpa","ENSDARG00000037259"
"4dpa_vs_0dpa","ENSDARG00000037261"
"4dpa_vs_0dpa","ENSDARG00000037267"
"4dpa_vs_0dpa","ENSDARG00000037284"
"4dpa_vs_0dpa","ENSDARG00000037350"
"4dpa_vs_0dpa","ENSDARG00000037363"
"4dpa_vs_0dpa","ENSDARG00000037390"
"4dpa_vs_0dpa","ENSDARG00000037392"
"4dpa_vs_0dpa","ENSDARG00000037410"
"4dpa_vs_0dpa","ENSDARG00000037421"
"4dpa_vs_0dpa","ENSDARG00000037423"
"4dpa_vs_0dpa","ENSDARG00000037429"
"4dpa_vs_0dpa","ENSDARG00000037488"
"4dpa_vs_0dpa","ENSDARG00000037501"
"4dpa_vs_0dpa","ENSDARG00000037559"
"4dpa_vs_0dpa","ENSDARG00000037570"
"4dpa_vs_0dpa","ENSDARG00000037593"
"4dpa_vs_0dpa","ENSDARG00000037603"
"4dpa_vs_0dpa","ENSDARG00000037618"
"4dpa_vs_0dpa","ENSDARG00000037628"
"4dpa_vs_0dpa","ENSDARG00000037640"
"4dpa_vs_0dpa","ENSDARG00000037645"
"4dpa_vs_0dpa","ENSDARG00000037647"
"4dpa_vs_0dpa","ENSDARG00000037652"
"4dpa_vs_0dpa","ENSDARG00000037654"
"4dpa_vs_0dpa","ENSDARG00000037675"
"4dpa_vs_0dpa","ENSDARG00000037713"
"4dpa_vs_0dpa","ENSDARG00000037773"
"4dpa_vs_0dpa","ENSDARG00000037790"
"4dpa_vs_0dpa","ENSDARG00000037804"
"4dpa_vs_0dpa","ENSDARG00000037833"
"4dpa_vs_0dpa","ENSDARG00000037835"
"4dpa_vs_0dpa","ENSDARG00000037860"
"4dpa_vs_0dpa","ENSDARG00000037867"
"4dpa_vs_0dpa","ENSDARG00000037870"
"4dpa_vs_0dpa","ENSDARG00000037872"
"4dpa_vs_0dpa","ENSDARG00000037909"
"4dpa_vs_0dpa","ENSDARG00000037955"
"4dpa_vs_0dpa","ENSDARG00000037960"
"4dpa_vs_0dpa","ENSDARG00000037967"
"4dpa_vs_0dpa","ENSDARG00000037980"
"4dpa_vs_0dpa","ENSDARG00000037997"
"4dpa_vs_0dpa","ENSDARG00000038010"
"4dpa_vs_0dpa","ENSDARG00000038025"
"4dpa_vs_0dpa","ENSDARG00000038027"
"4dpa_vs_0dpa","ENSDARG00000038028"
"4dpa_vs_0dpa","ENSDARG00000038030"
"4dpa_vs_0dpa","ENSDARG00000038066"
"4dpa_vs_0dpa","ENSDARG00000038067"
"4dpa_vs_0dpa","ENSDARG00000038076"
"4dpa_vs_0dpa","ENSDARG00000038095"
"4dpa_vs_0dpa","ENSDARG00000038099"
"4dpa_vs_0dpa","ENSDARG00000038123"
"4dpa_vs_0dpa","ENSDARG00000038154"
"4dpa_vs_0dpa","ENSDARG00000038159"
"4dpa_vs_0dpa","ENSDARG00000038207"
"4dpa_vs_0dpa","ENSDARG00000038228"
"4dpa_vs_0dpa","ENSDARG00000038239"
"4dpa_vs_0dpa","ENSDARG00000038242"
"4dpa_vs_0dpa","ENSDARG00000038248"
"4dpa_vs_0dpa","ENSDARG00000038278"
"4dpa_vs_0dpa","ENSDARG00000038288"
"4dpa_vs_0dpa","ENSDARG00000038308"
"4dpa_vs_0dpa","ENSDARG00000038312"
"4dpa_vs_0dpa","ENSDARG00000038321"
"4dpa_vs_0dpa","ENSDARG00000038359"
"4dpa_vs_0dpa","ENSDARG00000038360"
"4dpa_vs_0dpa","ENSDARG00000038397"
"4dpa_vs_0dpa","ENSDARG00000038422"
"4dpa_vs_0dpa","ENSDARG00000038428"
"4dpa_vs_0dpa","ENSDARG00000038429"
"4dpa_vs_0dpa","ENSDARG00000038442"
"4dpa_vs_0dpa","ENSDARG00000038446"
"4dpa_vs_0dpa","ENSDARG00000038456"
"4dpa_vs_0dpa","ENSDARG00000038505"
"4dpa_vs_0dpa","ENSDARG00000038541"
"4dpa_vs_0dpa","ENSDARG00000038543"
"4dpa_vs_0dpa","ENSDARG00000038556"
"4dpa_vs_0dpa","ENSDARG00000038559"
"4dpa_vs_0dpa","ENSDARG00000038566"
"4dpa_vs_0dpa","ENSDARG00000038576"
"4dpa_vs_0dpa","ENSDARG00000038577"
"4dpa_vs_0dpa","ENSDARG00000038585"
"4dpa_vs_0dpa","ENSDARG00000038608"
"4dpa_vs_0dpa","ENSDARG00000038635"
"4dpa_vs_0dpa","ENSDARG00000038639"
"4dpa_vs_0dpa","ENSDARG00000038672"
"4dpa_vs_0dpa","ENSDARG00000038683"
"4dpa_vs_0dpa","ENSDARG00000038694"
"4dpa_vs_0dpa","ENSDARG00000038729"
"4dpa_vs_0dpa","ENSDARG00000038754"
"4dpa_vs_0dpa","ENSDARG00000038768"
"4dpa_vs_0dpa","ENSDARG00000038789"
"4dpa_vs_0dpa","ENSDARG00000038794"
"4dpa_vs_0dpa","ENSDARG00000038805"
"4dpa_vs_0dpa","ENSDARG00000038835"
"4dpa_vs_0dpa","ENSDARG00000038866"
"4dpa_vs_0dpa","ENSDARG00000038876"
"4dpa_vs_0dpa","ENSDARG00000038882"
"4dpa_vs_0dpa","ENSDARG00000038900"
"4dpa_vs_0dpa","ENSDARG00000038901"
"4dpa_vs_0dpa","ENSDARG00000038938"
"4dpa_vs_0dpa","ENSDARG00000038941"
"4dpa_vs_0dpa","ENSDARG00000038978"
"4dpa_vs_0dpa","ENSDARG00000038979"
"4dpa_vs_0dpa","ENSDARG00000038980"
"4dpa_vs_0dpa","ENSDARG00000039005"
"4dpa_vs_0dpa","ENSDARG00000039007"
"4dpa_vs_0dpa","ENSDARG00000039082"
"4dpa_vs_0dpa","ENSDARG00000039100"
"4dpa_vs_0dpa","ENSDARG00000039125"
"4dpa_vs_0dpa","ENSDARG00000039133"
"4dpa_vs_0dpa","ENSDARG00000039136"
"4dpa_vs_0dpa","ENSDARG00000039150"
"4dpa_vs_0dpa","ENSDARG00000039211"
"4dpa_vs_0dpa","ENSDARG00000039213"
"4dpa_vs_0dpa","ENSDARG00000039243"
"4dpa_vs_0dpa","ENSDARG00000039255"
"4dpa_vs_0dpa","ENSDARG00000039266"
"4dpa_vs_0dpa","ENSDARG00000039268"
"4dpa_vs_0dpa","ENSDARG00000039269"
"4dpa_vs_0dpa","ENSDARG00000039273"
"4dpa_vs_0dpa","ENSDARG00000039338"
"4dpa_vs_0dpa","ENSDARG00000039346"
"4dpa_vs_0dpa","ENSDARG00000039347"
"4dpa_vs_0dpa","ENSDARG00000039350"
"4dpa_vs_0dpa","ENSDARG00000039351"
"4dpa_vs_0dpa","ENSDARG00000039363"
"4dpa_vs_0dpa","ENSDARG00000039373"
"4dpa_vs_0dpa","ENSDARG00000039390"
"4dpa_vs_0dpa","ENSDARG00000039392"
"4dpa_vs_0dpa","ENSDARG00000039400"
"4dpa_vs_0dpa","ENSDARG00000039422"
"4dpa_vs_0dpa","ENSDARG00000039424"
"4dpa_vs_0dpa","ENSDARG00000039429"
"4dpa_vs_0dpa","ENSDARG00000039456"
"4dpa_vs_0dpa","ENSDARG00000039493"
"4dpa_vs_0dpa","ENSDARG00000039499"
"4dpa_vs_0dpa","ENSDARG00000039535"
"4dpa_vs_0dpa","ENSDARG00000039543"
"4dpa_vs_0dpa","ENSDARG00000039576"
"4dpa_vs_0dpa","ENSDARG00000039579"
"4dpa_vs_0dpa","ENSDARG00000039601"
"4dpa_vs_0dpa","ENSDARG00000039605"
"4dpa_vs_0dpa","ENSDARG00000039649"
"4dpa_vs_0dpa","ENSDARG00000039682"
"4dpa_vs_0dpa","ENSDARG00000039699"
"4dpa_vs_0dpa","ENSDARG00000039719"
"4dpa_vs_0dpa","ENSDARG00000039752"
"4dpa_vs_0dpa","ENSDARG00000039757"
"4dpa_vs_0dpa","ENSDARG00000039830"
"4dpa_vs_0dpa","ENSDARG00000039832"
"4dpa_vs_0dpa","ENSDARG00000039851"
"4dpa_vs_0dpa","ENSDARG00000039872"
"4dpa_vs_0dpa","ENSDARG00000039880"
"4dpa_vs_0dpa","ENSDARG00000039881"
"4dpa_vs_0dpa","ENSDARG00000039882"
"4dpa_vs_0dpa","ENSDARG00000039887"
"4dpa_vs_0dpa","ENSDARG00000039892"
"4dpa_vs_0dpa","ENSDARG00000039899"
"4dpa_vs_0dpa","ENSDARG00000039931"
"4dpa_vs_0dpa","ENSDARG00000039958"
"4dpa_vs_0dpa","ENSDARG00000039963"
"4dpa_vs_0dpa","ENSDARG00000039964"
"4dpa_vs_0dpa","ENSDARG00000039980"
"4dpa_vs_0dpa","ENSDARG00000039987"
"4dpa_vs_0dpa","ENSDARG00000039999"
"4dpa_vs_0dpa","ENSDARG00000040001"
"4dpa_vs_0dpa","ENSDARG00000040005"
"4dpa_vs_0dpa","ENSDARG00000040009"
"4dpa_vs_0dpa","ENSDARG00000040021"
"4dpa_vs_0dpa","ENSDARG00000040024"
"4dpa_vs_0dpa","ENSDARG00000040036"
"4dpa_vs_0dpa","ENSDARG00000040039"
"4dpa_vs_0dpa","ENSDARG00000040045"
"4dpa_vs_0dpa","ENSDARG00000040059"
"4dpa_vs_0dpa","ENSDARG00000040070"
"4dpa_vs_0dpa","ENSDARG00000040076"
"4dpa_vs_0dpa","ENSDARG00000040110"
"4dpa_vs_0dpa","ENSDARG00000040121"
"4dpa_vs_0dpa","ENSDARG00000040131"
"4dpa_vs_0dpa","ENSDARG00000040158"
"4dpa_vs_0dpa","ENSDARG00000040186"
"4dpa_vs_0dpa","ENSDARG00000040190"
"4dpa_vs_0dpa","ENSDARG00000040192"
"4dpa_vs_0dpa","ENSDARG00000040249"
"4dpa_vs_0dpa","ENSDARG00000040261"
"4dpa_vs_0dpa","ENSDARG00000040284"
"4dpa_vs_0dpa","ENSDARG00000040290"
"4dpa_vs_0dpa","ENSDARG00000040319"
"4dpa_vs_0dpa","ENSDARG00000040334"
"4dpa_vs_0dpa","ENSDARG00000040396"
"4dpa_vs_0dpa","ENSDARG00000040432"
"4dpa_vs_0dpa","ENSDARG00000040439"
"4dpa_vs_0dpa","ENSDARG00000040440"
"4dpa_vs_0dpa","ENSDARG00000040443"
"4dpa_vs_0dpa","ENSDARG00000040445"
"4dpa_vs_0dpa","ENSDARG00000040452"
"4dpa_vs_0dpa","ENSDARG00000040455"
"4dpa_vs_0dpa","ENSDARG00000040485"
"4dpa_vs_0dpa","ENSDARG00000040492"
"4dpa_vs_0dpa","ENSDARG00000040513"
"4dpa_vs_0dpa","ENSDARG00000040523"
"4dpa_vs_0dpa","ENSDARG00000040534"
"4dpa_vs_0dpa","ENSDARG00000040535"
"4dpa_vs_0dpa","ENSDARG00000040553"
"4dpa_vs_0dpa","ENSDARG00000040555"
"4dpa_vs_0dpa","ENSDARG00000040556"
"4dpa_vs_0dpa","ENSDARG00000040557"
"4dpa_vs_0dpa","ENSDARG00000040571"
"4dpa_vs_0dpa","ENSDARG00000040584"
"4dpa_vs_0dpa","ENSDARG00000040607"
"4dpa_vs_0dpa","ENSDARG00000040621"
"4dpa_vs_0dpa","ENSDARG00000040628"
"4dpa_vs_0dpa","ENSDARG00000040640"
"4dpa_vs_0dpa","ENSDARG00000040644"
"4dpa_vs_0dpa","ENSDARG00000040649"
"4dpa_vs_0dpa","ENSDARG00000040666"
"4dpa_vs_0dpa","ENSDARG00000040707"
"4dpa_vs_0dpa","ENSDARG00000040712"
"4dpa_vs_0dpa","ENSDARG00000040713"
"4dpa_vs_0dpa","ENSDARG00000040717"
"4dpa_vs_0dpa","ENSDARG00000040764"
"4dpa_vs_0dpa","ENSDARG00000040799"
"4dpa_vs_0dpa","ENSDARG00000040822"
"4dpa_vs_0dpa","ENSDARG00000040853"
"4dpa_vs_0dpa","ENSDARG00000040861"
"4dpa_vs_0dpa","ENSDARG00000040890"
"4dpa_vs_0dpa","ENSDARG00000040917"
"4dpa_vs_0dpa","ENSDARG00000040920"
"4dpa_vs_0dpa","ENSDARG00000040944"
"4dpa_vs_0dpa","ENSDARG00000040959"
"4dpa_vs_0dpa","ENSDARG00000040971"
"4dpa_vs_0dpa","ENSDARG00000040988"
"4dpa_vs_0dpa","ENSDARG00000040991"
"4dpa_vs_0dpa","ENSDARG00000041006"
"4dpa_vs_0dpa","ENSDARG00000041011"
"4dpa_vs_0dpa","ENSDARG00000041051"
"4dpa_vs_0dpa","ENSDARG00000041060"
"4dpa_vs_0dpa","ENSDARG00000041062"
"4dpa_vs_0dpa","ENSDARG00000041068"
"4dpa_vs_0dpa","ENSDARG00000041085"
"4dpa_vs_0dpa","ENSDARG00000041108"
"4dpa_vs_0dpa","ENSDARG00000041155"
"4dpa_vs_0dpa","ENSDARG00000041170"
"4dpa_vs_0dpa","ENSDARG00000041182"
"4dpa_vs_0dpa","ENSDARG00000041215"
"4dpa_vs_0dpa","ENSDARG00000041217"
"4dpa_vs_0dpa","ENSDARG00000041223"
"4dpa_vs_0dpa","ENSDARG00000041232"
"4dpa_vs_0dpa","ENSDARG00000041304"
"4dpa_vs_0dpa","ENSDARG00000041306"
"4dpa_vs_0dpa","ENSDARG00000041314"
"4dpa_vs_0dpa","ENSDARG00000041339"
"4dpa_vs_0dpa","ENSDARG00000041340"
"4dpa_vs_0dpa","ENSDARG00000041361"
"4dpa_vs_0dpa","ENSDARG00000041363"
"4dpa_vs_0dpa","ENSDARG00000041381"
"4dpa_vs_0dpa","ENSDARG00000041382"
"4dpa_vs_0dpa","ENSDARG00000041389"
"4dpa_vs_0dpa","ENSDARG00000041391"
