"comparison","gene_id"
"1dpa_vs_0dpa","ENSDARG00000099476"
"1dpa_vs_0dpa","ENSDARG00000099499"
"1dpa_vs_0dpa","ENSDARG00000099500"
"1dpa_vs_0dpa","ENSDARG00000099510"
"1dpa_vs_0dpa","ENSDARG00000099518"
"1dpa_vs_0dpa","ENSDARG00000099579"
"1dpa_vs_0dpa","ENSDARG00000099619"
"1dpa_vs_0dpa","ENSDARG00000099689"
"1dpa_vs_0dpa","ENSDARG00000099710"
"1dpa_vs_0dpa","ENSDARG00000099715"
"1dpa_vs_0dpa","ENSDARG00000099717"
"1dpa_vs_0dpa","ENSDARG00000099730"
"1dpa_vs_0dpa","ENSDARG00000099744"
"1dpa_vs_0dpa","ENSDARG00000099758"
"1dpa_vs_0dpa","ENSDARG00000099759"
"1dpa_vs_0dpa","ENSDARG00000099767"
"1dpa_vs_0dpa","ENSDARG00000099776"
"1dpa_vs_0dpa","ENSDARG00000099786"
"1dpa_vs_0dpa","ENSDARG00000099802"
"1dpa_vs_0dpa","ENSDARG00000099804"
"1dpa_vs_0dpa","ENSDARG00000099811"
"1dpa_vs_0dpa","ENSDARG00000099817"
"1dpa_vs_0dpa","ENSDARG00000099819"
"1dpa_vs_0dpa","ENSDARG00000099851"
"1dpa_vs_0dpa","ENSDARG00000099867"
"1dpa_vs_0dpa","ENSDARG00000099880"
"1dpa_vs_0dpa","ENSDARG00000099915"
"1dpa_vs_0dpa","ENSDARG00000099923"
"1dpa_vs_0dpa","ENSDARG00000099950"
"1dpa_vs_0dpa","ENSDARG00000099960"
"1dpa_vs_0dpa","ENSDARG00000099995"
"1dpa_vs_0dpa","ENSDARG00000100019"
"1dpa_vs_0dpa","ENSDARG00000100020"
"1dpa_vs_0dpa","ENSDARG00000100024"
"1dpa_vs_0dpa","ENSDARG00000100047"
"1dpa_vs_0dpa","ENSDARG00000100051"
"1dpa_vs_0dpa","ENSDARG00000100057"
"1dpa_vs_0dpa","ENSDARG00000100095"
"1dpa_vs_0dpa","ENSDARG00000100104"
"1dpa_vs_0dpa","ENSDARG00000100159"
"1dpa_vs_0dpa","ENSDARG00000100181"
"1dpa_vs_0dpa","ENSDARG00000100234"
"1dpa_vs_0dpa","ENSDARG00000100252"
"1dpa_vs_0dpa","ENSDARG00000100259"
"1dpa_vs_0dpa","ENSDARG00000100260"
"1dpa_vs_0dpa","ENSDARG00000100279"
"1dpa_vs_0dpa","ENSDARG00000100336"
"1dpa_vs_0dpa","ENSDARG00000100371"
"1dpa_vs_0dpa","ENSDARG00000100392"
"1dpa_vs_0dpa","ENSDARG00000100412"
"1dpa_vs_0dpa","ENSDARG00000100426"
"1dpa_vs_0dpa","ENSDARG00000100449"
"1dpa_vs_0dpa","ENSDARG00000100456"
"1dpa_vs_0dpa","ENSDARG00000100476"
"1dpa_vs_0dpa","ENSDARG00000100484"
"1dpa_vs_0dpa","ENSDARG00000100487"
"1dpa_vs_0dpa","ENSDARG00000100515"
"1dpa_vs_0dpa","ENSDARG00000100562"
"1dpa_vs_0dpa","ENSDARG00000100573"
"1dpa_vs_0dpa","ENSDARG00000100582"
"1dpa_vs_0dpa","ENSDARG00000100585"
"1dpa_vs_0dpa","ENSDARG00000100588"
"1dpa_vs_0dpa","ENSDARG00000100614"
"1dpa_vs_0dpa","ENSDARG00000100621"
"1dpa_vs_0dpa","ENSDARG00000100623"
"1dpa_vs_0dpa","ENSDARG00000100691"
"1dpa_vs_0dpa","ENSDARG00000100712"
"1dpa_vs_0dpa","ENSDARG00000100717"
"1dpa_vs_0dpa","ENSDARG00000100719"
"1dpa_vs_0dpa","ENSDARG00000100741"
"1dpa_vs_0dpa","ENSDARG00000100774"
"1dpa_vs_0dpa","ENSDARG00000100795"
"1dpa_vs_0dpa","ENSDARG00000100799"
"1dpa_vs_0dpa","ENSDARG00000100815"
"1dpa_vs_0dpa","ENSDARG00000100818"
"1dpa_vs_0dpa","ENSDARG00000100854"
"1dpa_vs_0dpa","ENSDARG00000100867"
"1dpa_vs_0dpa","ENSDARG00000100897"
"1dpa_vs_0dpa","ENSDARG00000100900"
"1dpa_vs_0dpa","ENSDARG00000100913"
"1dpa_vs_0dpa","ENSDARG00000100938"
"1dpa_vs_0dpa","ENSDARG00000100942"
"1dpa_vs_0dpa","ENSDARG00000100946"
"1dpa_vs_0dpa","ENSDARG00000100952"
"1dpa_vs_0dpa","ENSDARG00000100968"
"1dpa_vs_0dpa","ENSDARG00000101019"
"1dpa_vs_0dpa","ENSDARG00000101040"
"1dpa_vs_0dpa","ENSDARG00000101043"
"1dpa_vs_0dpa","ENSDARG00000101081"
"1dpa_vs_0dpa","ENSDARG00000101085"
"1dpa_vs_0dpa","ENSDARG00000101088"
"1dpa_vs_0dpa","ENSDARG00000101090"
"1dpa_vs_0dpa","ENSDARG00000101135"
"1dpa_vs_0dpa","ENSDARG00000101170"
"1dpa_vs_0dpa","ENSDARG00000101180"
"1dpa_vs_0dpa","ENSDARG00000101181"
"1dpa_vs_0dpa","ENSDARG00000101199"
"1dpa_vs_0dpa","ENSDARG00000101209"
"1dpa_vs_0dpa","ENSDARG00000101256"
"1dpa_vs_0dpa","ENSDARG00000101290"
"1dpa_vs_0dpa","ENSDARG00000101334"
"1dpa_vs_0dpa","ENSDARG00000101367"
"1dpa_vs_0dpa","ENSDARG00000101369"
"1dpa_vs_0dpa","ENSDARG00000101385"
"1dpa_vs_0dpa","ENSDARG00000101406"
"1dpa_vs_0dpa","ENSDARG00000101429"
"1dpa_vs_0dpa","ENSDARG00000101434"
"1dpa_vs_0dpa","ENSDARG00000101441"
"1dpa_vs_0dpa","ENSDARG00000101472"
"1dpa_vs_0dpa","ENSDARG00000101521"
"1dpa_vs_0dpa","ENSDARG00000101535"
"1dpa_vs_0dpa","ENSDARG00000101540"
"1dpa_vs_0dpa","ENSDARG00000101586"
"1dpa_vs_0dpa","ENSDARG00000101609"
"1dpa_vs_0dpa","ENSDARG00000101619"
"1dpa_vs_0dpa","ENSDARG00000101627"
"1dpa_vs_0dpa","ENSDARG00000101670"
"1dpa_vs_0dpa","ENSDARG00000101720"
"1dpa_vs_0dpa","ENSDARG00000101722"
"1dpa_vs_0dpa","ENSDARG00000101749"
"1dpa_vs_0dpa","ENSDARG00000101752"
"1dpa_vs_0dpa","ENSDARG00000101767"
"1dpa_vs_0dpa","ENSDARG00000101813"
"1dpa_vs_0dpa","ENSDARG00000101814"
"1dpa_vs_0dpa","ENSDARG00000101816"
"1dpa_vs_0dpa","ENSDARG00000101844"
"1dpa_vs_0dpa","ENSDARG00000101858"
"1dpa_vs_0dpa","ENSDARG00000101890"
"1dpa_vs_0dpa","ENSDARG00000101901"
"1dpa_vs_0dpa","ENSDARG00000101963"
"1dpa_vs_0dpa","ENSDARG00000101975"
"1dpa_vs_0dpa","ENSDARG00000102051"
"1dpa_vs_0dpa","ENSDARG00000102059"
"1dpa_vs_0dpa","ENSDARG00000102076"
"1dpa_vs_0dpa","ENSDARG00000102106"
"1dpa_vs_0dpa","ENSDARG00000102115"
"1dpa_vs_0dpa","ENSDARG00000102141"
"1dpa_vs_0dpa","ENSDARG00000102142"
"1dpa_vs_0dpa","ENSDARG00000102153"
"1dpa_vs_0dpa","ENSDARG00000102211"
"1dpa_vs_0dpa","ENSDARG00000102245"
"1dpa_vs_0dpa","ENSDARG00000102252"
"1dpa_vs_0dpa","ENSDARG00000102271"
"1dpa_vs_0dpa","ENSDARG00000102277"
"1dpa_vs_0dpa","ENSDARG00000102281"
"1dpa_vs_0dpa","ENSDARG00000102291"
"1dpa_vs_0dpa","ENSDARG00000102299"
"1dpa_vs_0dpa","ENSDARG00000102300"
"1dpa_vs_0dpa","ENSDARG00000102305"
"1dpa_vs_0dpa","ENSDARG00000102317"
"1dpa_vs_0dpa","ENSDARG00000102319"
"1dpa_vs_0dpa","ENSDARG00000102372"
"1dpa_vs_0dpa","ENSDARG00000102394"
"1dpa_vs_0dpa","ENSDARG00000102395"
"1dpa_vs_0dpa","ENSDARG00000102415"
"1dpa_vs_0dpa","ENSDARG00000102418"
"1dpa_vs_0dpa","ENSDARG00000102435"
"1dpa_vs_0dpa","ENSDARG00000102441"
"1dpa_vs_0dpa","ENSDARG00000102471"
"1dpa_vs_0dpa","ENSDARG00000102483"
"1dpa_vs_0dpa","ENSDARG00000102531"
"1dpa_vs_0dpa","ENSDARG00000102554"
"1dpa_vs_0dpa","ENSDARG00000102555"
"1dpa_vs_0dpa","ENSDARG00000102626"
"1dpa_vs_0dpa","ENSDARG00000102640"
"1dpa_vs_0dpa","ENSDARG00000102687"
"1dpa_vs_0dpa","ENSDARG00000102724"
"1dpa_vs_0dpa","ENSDARG00000102744"
"1dpa_vs_0dpa","ENSDARG00000102808"
"1dpa_vs_0dpa","ENSDARG00000102828"
"1dpa_vs_0dpa","ENSDARG00000102883"
"1dpa_vs_0dpa","ENSDARG00000102892"
"1dpa_vs_0dpa","ENSDARG00000102929"
"1dpa_vs_0dpa","ENSDARG00000102973"
"1dpa_vs_0dpa","ENSDARG00000102974"
"1dpa_vs_0dpa","ENSDARG00000102986"
"1dpa_vs_0dpa","ENSDARG00000103004"
"1dpa_vs_0dpa","ENSDARG00000103015"
"1dpa_vs_0dpa","ENSDARG00000103025"
"1dpa_vs_0dpa","ENSDARG00000103044"
"1dpa_vs_0dpa","ENSDARG00000103056"
"1dpa_vs_0dpa","ENSDARG00000103057"
"1dpa_vs_0dpa","ENSDARG00000103060"
"1dpa_vs_0dpa","ENSDARG00000103092"
"1dpa_vs_0dpa","ENSDARG00000103101"
"1dpa_vs_0dpa","ENSDARG00000103109"
"1dpa_vs_0dpa","ENSDARG00000103127"
"1dpa_vs_0dpa","ENSDARG00000103129"
"1dpa_vs_0dpa","ENSDARG00000103146"
"1dpa_vs_0dpa","ENSDARG00000103158"
"1dpa_vs_0dpa","ENSDARG00000103164"
"1dpa_vs_0dpa","ENSDARG00000103199"
"1dpa_vs_0dpa","ENSDARG00000103207"
"1dpa_vs_0dpa","ENSDARG00000103211"
"1dpa_vs_0dpa","ENSDARG00000103253"
"1dpa_vs_0dpa","ENSDARG00000103296"
"1dpa_vs_0dpa","ENSDARG00000103319"
"1dpa_vs_0dpa","ENSDARG00000103322"
"1dpa_vs_0dpa","ENSDARG00000103336"
"1dpa_vs_0dpa","ENSDARG00000103361"
"1dpa_vs_0dpa","ENSDARG00000103364"
"1dpa_vs_0dpa","ENSDARG00000103367"
"1dpa_vs_0dpa","ENSDARG00000103369"
"1dpa_vs_0dpa","ENSDARG00000103371"
"1dpa_vs_0dpa","ENSDARG00000103398"
"1dpa_vs_0dpa","ENSDARG00000103428"
"1dpa_vs_0dpa","ENSDARG00000103466"
"1dpa_vs_0dpa","ENSDARG00000103467"
"1dpa_vs_0dpa","ENSDARG00000103476"
"1dpa_vs_0dpa","ENSDARG00000103480"
"1dpa_vs_0dpa","ENSDARG00000103515"
"1dpa_vs_0dpa","ENSDARG00000103516"
"1dpa_vs_0dpa","ENSDARG00000103519"
"1dpa_vs_0dpa","ENSDARG00000103576"
"1dpa_vs_0dpa","ENSDARG00000103619"
"1dpa_vs_0dpa","ENSDARG00000103634"
"1dpa_vs_0dpa","ENSDARG00000103666"
"1dpa_vs_0dpa","ENSDARG00000103672"
"1dpa_vs_0dpa","ENSDARG00000103718"
"1dpa_vs_0dpa","ENSDARG00000103720"
"1dpa_vs_0dpa","ENSDARG00000103735"
"1dpa_vs_0dpa","ENSDARG00000103739"
"1dpa_vs_0dpa","ENSDARG00000103740"
"1dpa_vs_0dpa","ENSDARG00000103754"
"1dpa_vs_0dpa","ENSDARG00000103766"
"1dpa_vs_0dpa","ENSDARG00000103774"
"1dpa_vs_0dpa","ENSDARG00000103775"
"1dpa_vs_0dpa","ENSDARG00000103789"
"1dpa_vs_0dpa","ENSDARG00000103813"
"1dpa_vs_0dpa","ENSDARG00000103819"
"1dpa_vs_0dpa","ENSDARG00000103824"
"1dpa_vs_0dpa","ENSDARG00000103833"
"1dpa_vs_0dpa","ENSDARG00000103846"
"1dpa_vs_0dpa","ENSDARG00000103854"
"1dpa_vs_0dpa","ENSDARG00000103917"
"1dpa_vs_0dpa","ENSDARG00000103919"
"1dpa_vs_0dpa","ENSDARG00000103953"
"1dpa_vs_0dpa","ENSDARG00000103957"
"1dpa_vs_0dpa","ENSDARG00000103976"
"1dpa_vs_0dpa","ENSDARG00000103981"
"1dpa_vs_0dpa","ENSDARG00000103985"
"1dpa_vs_0dpa","ENSDARG00000104011"
"1dpa_vs_0dpa","ENSDARG00000104016"
"1dpa_vs_0dpa","ENSDARG00000104030"
"1dpa_vs_0dpa","ENSDARG00000104039"
"1dpa_vs_0dpa","ENSDARG00000104043"
"1dpa_vs_0dpa","ENSDARG00000104068"
"1dpa_vs_0dpa","ENSDARG00000104114"
"1dpa_vs_0dpa","ENSDARG00000104125"
"1dpa_vs_0dpa","ENSDARG00000104132"
"1dpa_vs_0dpa","ENSDARG00000104149"
"1dpa_vs_0dpa","ENSDARG00000104181"
"1dpa_vs_0dpa","ENSDARG00000104188"
"1dpa_vs_0dpa","ENSDARG00000104221"
"1dpa_vs_0dpa","ENSDARG00000104227"
"1dpa_vs_0dpa","ENSDARG00000104230"
"1dpa_vs_0dpa","ENSDARG00000104267"
"1dpa_vs_0dpa","ENSDARG00000104285"
"1dpa_vs_0dpa","ENSDARG00000104315"
"1dpa_vs_0dpa","ENSDARG00000104326"
"1dpa_vs_0dpa","ENSDARG00000104340"
"1dpa_vs_0dpa","ENSDARG00000104350"
"1dpa_vs_0dpa","ENSDARG00000104372"
"1dpa_vs_0dpa","ENSDARG00000104375"
"1dpa_vs_0dpa","ENSDARG00000104398"
"1dpa_vs_0dpa","ENSDARG00000104404"
"1dpa_vs_0dpa","ENSDARG00000104409"
"1dpa_vs_0dpa","ENSDARG00000104458"
"1dpa_vs_0dpa","ENSDARG00000104467"
"1dpa_vs_0dpa","ENSDARG00000104484"
"1dpa_vs_0dpa","ENSDARG00000104537"
"1dpa_vs_0dpa","ENSDARG00000104541"
"1dpa_vs_0dpa","ENSDARG00000104613"
"1dpa_vs_0dpa","ENSDARG00000104636"
"1dpa_vs_0dpa","ENSDARG00000104704"
"1dpa_vs_0dpa","ENSDARG00000104716"
"1dpa_vs_0dpa","ENSDARG00000104726"
"1dpa_vs_0dpa","ENSDARG00000104730"
"1dpa_vs_0dpa","ENSDARG00000104758"
"1dpa_vs_0dpa","ENSDARG00000104775"
"1dpa_vs_0dpa","ENSDARG00000104801"
"1dpa_vs_0dpa","ENSDARG00000104914"
"1dpa_vs_0dpa","ENSDARG00000104916"
"1dpa_vs_0dpa","ENSDARG00000104940"
"1dpa_vs_0dpa","ENSDARG00000104943"
"1dpa_vs_0dpa","ENSDARG00000104953"
"1dpa_vs_0dpa","ENSDARG00000104958"
"1dpa_vs_0dpa","ENSDARG00000104973"
"1dpa_vs_0dpa","ENSDARG00000104992"
"1dpa_vs_0dpa","ENSDARG00000105040"
"1dpa_vs_0dpa","ENSDARG00000105046"
"1dpa_vs_0dpa","ENSDARG00000105068"
"1dpa_vs_0dpa","ENSDARG00000105096"
"1dpa_vs_0dpa","ENSDARG00000105131"
"1dpa_vs_0dpa","ENSDARG00000105142"
"1dpa_vs_0dpa","ENSDARG00000105153"
"1dpa_vs_0dpa","ENSDARG00000105177"
"1dpa_vs_0dpa","ENSDARG00000105182"
"1dpa_vs_0dpa","ENSDARG00000105187"
"1dpa_vs_0dpa","ENSDARG00000105223"
"1dpa_vs_0dpa","ENSDARG00000105261"
"1dpa_vs_0dpa","ENSDARG00000105263"
"1dpa_vs_0dpa","ENSDARG00000105314"
"1dpa_vs_0dpa","ENSDARG00000105328"
"1dpa_vs_0dpa","ENSDARG00000105340"
"1dpa_vs_0dpa","ENSDARG00000105345"
"1dpa_vs_0dpa","ENSDARG00000105350"
"1dpa_vs_0dpa","ENSDARG00000105358"
"1dpa_vs_0dpa","ENSDARG00000105359"
"1dpa_vs_0dpa","ENSDARG00000105380"
"1dpa_vs_0dpa","ENSDARG00000105384"
"1dpa_vs_0dpa","ENSDARG00000105400"
"1dpa_vs_0dpa","ENSDARG00000105412"
"1dpa_vs_0dpa","ENSDARG00000105415"
"1dpa_vs_0dpa","ENSDARG00000105418"
"1dpa_vs_0dpa","ENSDARG00000105430"
"1dpa_vs_0dpa","ENSDARG00000105431"
"1dpa_vs_0dpa","ENSDARG00000105444"
"1dpa_vs_0dpa","ENSDARG00000105459"
"1dpa_vs_0dpa","ENSDARG00000105479"
"1dpa_vs_0dpa","ENSDARG00000105482"
"1dpa_vs_0dpa","ENSDARG00000105483"
"1dpa_vs_0dpa","ENSDARG00000105484"
"1dpa_vs_0dpa","ENSDARG00000105485"
"1dpa_vs_0dpa","ENSDARG00000105502"
"1dpa_vs_0dpa","ENSDARG00000105508"
"1dpa_vs_0dpa","ENSDARG00000105545"
"1dpa_vs_0dpa","ENSDARG00000105615"
"1dpa_vs_0dpa","ENSDARG00000105641"
"1dpa_vs_0dpa","ENSDARG00000105741"
"1dpa_vs_0dpa","ENSDARG00000105779"
"1dpa_vs_0dpa","ENSDARG00000106212"
"1dpa_vs_0dpa","ENSDARG00000106669"
"1dpa_vs_0dpa","ENSDARG00000106873"
"1dpa_vs_0dpa","ENSDARG00000106989"
"1dpa_vs_0dpa","ENSDARG00000107431"
"1dpa_vs_0dpa","ENSDARG00000107511"
"1dpa_vs_0dpa","ENSDARG00000107526"
"1dpa_vs_0dpa","ENSDARG00000108298"
"1dpa_vs_0dpa","ENSDARG00000108535"
"1dpa_vs_0dpa","ENSDARG00000109202"
"1dpa_vs_0dpa","ENSDARG00000109271"
"1dpa_vs_0dpa","ENSDARG00000109276"
"1dpa_vs_0dpa","ENSDARG00000109301"
"1dpa_vs_0dpa","ENSDARG00000109310"
"1dpa_vs_0dpa","ENSDARG00000109443"
"1dpa_vs_0dpa","ENSDARG00000109458"
"1dpa_vs_0dpa","ENSDARG00000109654"
"1dpa_vs_0dpa","ENSDARG00000109678"
"1dpa_vs_0dpa","ENSDARG00000109737"
"1dpa_vs_0dpa","ENSDARG00000109755"
"1dpa_vs_0dpa","ENSDARG00000109769"
"1dpa_vs_0dpa","ENSDARG00000109926"
"1dpa_vs_0dpa","ENSDARG00000109929"
"1dpa_vs_0dpa","ENSDARG00000110028"
"1dpa_vs_0dpa","ENSDARG00000110152"
"1dpa_vs_0dpa","ENSDARG00000110700"
"1dpa_vs_0dpa","ENSDARG00000110751"
"1dpa_vs_0dpa","ENSDARG00000110792"
"1dpa_vs_0dpa","ENSDARG00000110809"
"1dpa_vs_0dpa","ENSDARG00000110836"
"1dpa_vs_0dpa","ENSDARG00000110909"
"1dpa_vs_0dpa","ENSDARG00000110963"
"1dpa_vs_0dpa","ENSDARG00000111106"
"1dpa_vs_0dpa","ENSDARG00000111188"
"1dpa_vs_0dpa","ENSDARG00000111240"
"1dpa_vs_0dpa","ENSDARG00000111247"
"1dpa_vs_0dpa","ENSDARG00000111357"
"1dpa_vs_0dpa","ENSDARG00000111373"
"1dpa_vs_0dpa","ENSDARG00000111396"
"1dpa_vs_0dpa","ENSDARG00000111458"
"1dpa_vs_0dpa","ENSDARG00000111494"
"1dpa_vs_0dpa","ENSDARG00000111536"
"1dpa_vs_0dpa","ENSDARG00000111648"
"1dpa_vs_0dpa","ENSDARG00000111714"
"1dpa_vs_0dpa","ENSDARG00000111785"
"1dpa_vs_0dpa","ENSDARG00000111840"
"1dpa_vs_0dpa","ENSDARG00000111877"
"1dpa_vs_0dpa","ENSDARG00000111934"
"1dpa_vs_0dpa","ENSDARG00000112125"
"1dpa_vs_0dpa","ENSDARG00000112175"
"1dpa_vs_0dpa","ENSDARG00000112234"
"1dpa_vs_0dpa","ENSDARG00000112375"
"1dpa_vs_0dpa","ENSDARG00000112491"
"1dpa_vs_0dpa","ENSDARG00000112527"
"1dpa_vs_0dpa","ENSDARG00000112528"
"1dpa_vs_0dpa","ENSDARG00000112540"
"1dpa_vs_0dpa","ENSDARG00000112593"
"1dpa_vs_0dpa","ENSDARG00000112670"
"1dpa_vs_0dpa","ENSDARG00000112840"
"1dpa_vs_0dpa","ENSDARG00000112842"
"1dpa_vs_0dpa","ENSDARG00000112918"
"1dpa_vs_0dpa","ENSDARG00000112967"
"1dpa_vs_0dpa","ENSDARG00000113324"
"1dpa_vs_0dpa","ENSDARG00000113399"
"1dpa_vs_0dpa","ENSDARG00000113411"
"1dpa_vs_0dpa","ENSDARG00000113503"
"1dpa_vs_0dpa","ENSDARG00000113526"
"1dpa_vs_0dpa","ENSDARG00000113707"
"1dpa_vs_0dpa","ENSDARG00000113800"
"1dpa_vs_0dpa","ENSDARG00000113877"
"1dpa_vs_0dpa","ENSDARG00000113899"
"1dpa_vs_0dpa","ENSDARG00000113969"
"1dpa_vs_0dpa","ENSDARG00000114022"
"1dpa_vs_0dpa","ENSDARG00000114038"
"1dpa_vs_0dpa","ENSDARG00000114125"
"1dpa_vs_0dpa","ENSDARG00000114141"
"1dpa_vs_0dpa","ENSDARG00000114158"
"1dpa_vs_0dpa","ENSDARG00000114169"
"1dpa_vs_0dpa","ENSDARG00000114180"
"1dpa_vs_0dpa","ENSDARG00000114192"
"1dpa_vs_0dpa","ENSDARG00000114194"
"1dpa_vs_0dpa","ENSDARG00000114229"
"1dpa_vs_0dpa","ENSDARG00000114334"
"1dpa_vs_0dpa","ENSDARG00000114370"
"1dpa_vs_0dpa","ENSDARG00000114385"
"1dpa_vs_0dpa","ENSDARG00000114393"
"1dpa_vs_0dpa","ENSDARG00000114451"
"1dpa_vs_0dpa","ENSDARG00000114473"
"1dpa_vs_0dpa","ENSDARG00000114516"
"1dpa_vs_0dpa","ENSDARG00000114534"
"1dpa_vs_0dpa","ENSDARG00000114549"
"1dpa_vs_0dpa","ENSDARG00000114601"
"1dpa_vs_0dpa","ENSDARG00000114670"
"1dpa_vs_0dpa","ENSDARG00000114895"
"1dpa_vs_0dpa","ENSDARG00000114910"
"1dpa_vs_0dpa","ENSDARG00000115054"
"1dpa_vs_0dpa","ENSDARG00000115222"
"1dpa_vs_0dpa","ENSDARG00000115271"
"1dpa_vs_0dpa","ENSDARG00000115383"
"1dpa_vs_0dpa","ENSDARG00000115543"
"1dpa_vs_0dpa","ENSDARG00000115557"
"1dpa_vs_0dpa","ENSDARG00000115613"
"1dpa_vs_0dpa","ENSDARG00000115633"
"1dpa_vs_0dpa","ENSDARG00000115644"
"1dpa_vs_0dpa","ENSDARG00000115646"
"1dpa_vs_0dpa","ENSDARG00000115717"
"1dpa_vs_0dpa","ENSDARG00000115799"
"1dpa_vs_0dpa","ENSDARG00000115819"
"1dpa_vs_0dpa","ENSDARG00000115875"
"1dpa_vs_0dpa","ENSDARG00000115956"
"1dpa_vs_0dpa","ENSDARG00000116076"
"1dpa_vs_0dpa","ENSDARG00000116179"
"1dpa_vs_0dpa","ENSDARG00000116187"
"1dpa_vs_0dpa","ENSDARG00000116302"
"1dpa_vs_0dpa","ENSDARG00000116430"
"1dpa_vs_0dpa","ENSDARG00000116433"
"1dpa_vs_0dpa","ENSDARG00000116445"
"1dpa_vs_0dpa","ENSDARG00000116524"
"1dpa_vs_0dpa","ENSDARG00000116617"
"1dpa_vs_0dpa","ENSDARG00000116654"
"1dpa_vs_0dpa","ENSDARG00000116751"
"1dpa_vs_0dpa","ENSDARG00000116781"
"1dpa_vs_0dpa","ENSDARG00000116835"
"1dpa_vs_0dpa","ENSDARG00000116843"
"1dpa_vs_0dpa","ENSDARG00000116871"
"1dpa_vs_0dpa","ENSDARG00000116937"
"1dpa_vs_0dpa","ENSDARG00000116986"
"1dpa_vs_0dpa","ENSDARG00000117107"
"1dpa_vs_0dpa","ENSDARG00000117174"
"4dpa_vs_1dpa","ENSDARG00000000189"
"4dpa_vs_1dpa","ENSDARG00000000212"
"4dpa_vs_1dpa","ENSDARG00000001442"
"4dpa_vs_1dpa","ENSDARG00000001452"
"4dpa_vs_1dpa","ENSDARG00000001676"
"4dpa_vs_1dpa","ENSDARG00000001804"
"4dpa_vs_1dpa","ENSDARG00000001940"
"4dpa_vs_1dpa","ENSDARG00000001975"
"4dpa_vs_1dpa","ENSDARG00000001999"
"4dpa_vs_1dpa","ENSDARG00000002002"
"4dpa_vs_1dpa","ENSDARG00000002031"
"4dpa_vs_1dpa","ENSDARG00000002235"
"4dpa_vs_1dpa","ENSDARG00000002240"
"4dpa_vs_1dpa","ENSDARG00000002298"
"4dpa_vs_1dpa","ENSDARG00000002401"
"4dpa_vs_1dpa","ENSDARG00000002507"
"4dpa_vs_1dpa","ENSDARG00000002552"
"4dpa_vs_1dpa","ENSDARG00000002587"
"4dpa_vs_1dpa","ENSDARG00000002613"
"4dpa_vs_1dpa","ENSDARG00000002720"
"4dpa_vs_1dpa","ENSDARG00000002732"
"4dpa_vs_1dpa","ENSDARG00000002847"
"4dpa_vs_1dpa","ENSDARG00000002967"
"4dpa_vs_1dpa","ENSDARG00000003058"
"4dpa_vs_1dpa","ENSDARG00000003216"
"4dpa_vs_1dpa","ENSDARG00000003259"
"4dpa_vs_1dpa","ENSDARG00000003287"
"4dpa_vs_1dpa","ENSDARG00000003495"
"4dpa_vs_1dpa","ENSDARG00000003517"
"4dpa_vs_1dpa","ENSDARG00000003526"
"4dpa_vs_1dpa","ENSDARG00000003592"
"4dpa_vs_1dpa","ENSDARG00000003680"
"4dpa_vs_1dpa","ENSDARG00000003920"
"4dpa_vs_1dpa","ENSDARG00000003941"
"4dpa_vs_1dpa","ENSDARG00000004171"
"4dpa_vs_1dpa","ENSDARG00000004227"
"4dpa_vs_1dpa","ENSDARG00000004270"
"4dpa_vs_1dpa","ENSDARG00000004402"
"4dpa_vs_1dpa","ENSDARG00000004427"
"4dpa_vs_1dpa","ENSDARG00000004627"
"4dpa_vs_1dpa","ENSDARG00000004714"
"4dpa_vs_1dpa","ENSDARG00000004748"
"4dpa_vs_1dpa","ENSDARG00000004877"
"4dpa_vs_1dpa","ENSDARG00000004932"
"4dpa_vs_1dpa","ENSDARG00000005104"
"4dpa_vs_1dpa","ENSDARG00000005394"
"4dpa_vs_1dpa","ENSDARG00000005423"
"4dpa_vs_1dpa","ENSDARG00000005645"
"4dpa_vs_1dpa","ENSDARG00000005670"
"4dpa_vs_1dpa","ENSDARG00000005762"
"4dpa_vs_1dpa","ENSDARG00000005772"
"4dpa_vs_1dpa","ENSDARG00000005926"
"4dpa_vs_1dpa","ENSDARG00000006128"
"4dpa_vs_1dpa","ENSDARG00000006219"
"4dpa_vs_1dpa","ENSDARG00000006290"
"4dpa_vs_1dpa","ENSDARG00000006300"
"4dpa_vs_1dpa","ENSDARG00000006408"
"4dpa_vs_1dpa","ENSDARG00000006413"
"4dpa_vs_1dpa","ENSDARG00000006526"
"4dpa_vs_1dpa","ENSDARG00000006901"
"4dpa_vs_1dpa","ENSDARG00000006921"
"4dpa_vs_1dpa","ENSDARG00000007065"
"4dpa_vs_1dpa","ENSDARG00000007130"
"4dpa_vs_1dpa","ENSDARG00000007172"
"4dpa_vs_1dpa","ENSDARG00000007257"
"4dpa_vs_1dpa","ENSDARG00000007494"
"4dpa_vs_1dpa","ENSDARG00000007534"
"4dpa_vs_1dpa","ENSDARG00000007678"
"4dpa_vs_1dpa","ENSDARG00000007743"
"4dpa_vs_1dpa","ENSDARG00000008127"
"4dpa_vs_1dpa","ENSDARG00000008275"
"4dpa_vs_1dpa","ENSDARG00000008372"
"4dpa_vs_1dpa","ENSDARG00000008383"
"4dpa_vs_1dpa","ENSDARG00000008388"
"4dpa_vs_1dpa","ENSDARG00000008403"
"4dpa_vs_1dpa","ENSDARG00000008592"
"4dpa_vs_1dpa","ENSDARG00000008706"
"4dpa_vs_1dpa","ENSDARG00000008920"
