"comparison","ensembl_id","gene_symbol"
"1dpa_vs_0dpa","ENSDARG00000018653","acot7"
"1dpa_vs_0dpa","ENSDARG00000018688","elk3"
"1dpa_vs_0dpa","ENSDARG00000018693","cdh2"
"1dpa_vs_0dpa","ENSDARG00000018757","klf5l"
"1dpa_vs_0dpa","ENSDARG00000018820","flncb"
"1dpa_vs_0dpa","ENSDARG00000018984","eya2"
"1dpa_vs_0dpa","ENSDARG00000019004","smarcd1"
"1dpa_vs_0dpa","ENSDARG00000019062","arpc5b"
"1dpa_vs_0dpa","ENSDARG00000019274","rasd1"
"1dpa_vs_0dpa","ENSDARG00000019278","gnb4a"
"1dpa_vs_0dpa","ENSDARG00000019302","mid1ip1b"
"1dpa_vs_0dpa","ENSDARG00000019332","ndufb4"
"1dpa_vs_0dpa","ENSDARG00000019353","sparc"
"1dpa_vs_0dpa","ENSDARG00000019360","sec23b"
"1dpa_vs_0dpa","ENSDARG00000019365","krt99"
"1dpa_vs_0dpa","ENSDARG00000019396","rergla"
"1dpa_vs_0dpa","ENSDARG00000019420","etnk1"
"1dpa_vs_0dpa","ENSDARG00000019496","esd"
"1dpa_vs_0dpa","ENSDARG00000019501","pcnx3"
"1dpa_vs_0dpa","ENSDARG00000019516","sp7"
"1dpa_vs_0dpa","ENSDARG00000019521","mpx"
"1dpa_vs_0dpa","ENSDARG00000019601","col12a1b"
"1dpa_vs_0dpa","ENSDARG00000019686","fgl2b"
"1dpa_vs_0dpa","ENSDARG00000019743","dctn1a"
"1dpa_vs_0dpa","ENSDARG00000019763","acp5a"
"1dpa_vs_0dpa","ENSDARG00000019815","fn1a"
"1dpa_vs_0dpa","ENSDARG00000019838","ugdh"
"1dpa_vs_0dpa","ENSDARG00000019856","atp1a1b"
"1dpa_vs_0dpa","ENSDARG00000019969","smarcd3b"
"1dpa_vs_0dpa","ENSDARG00000020007","col1a2"
"1dpa_vs_0dpa","ENSDARG00000020057","bmpr2b"
"1dpa_vs_0dpa","ENSDARG00000020133","jdp2b"
"1dpa_vs_0dpa","ENSDARG00000020134","sipa1l1"
"1dpa_vs_0dpa","ENSDARG00000020136","ptges"
"1dpa_vs_0dpa","ENSDARG00000020143","pah"
"1dpa_vs_0dpa","ENSDARG00000020187","gca"
"1dpa_vs_0dpa","ENSDARG00000020197","rpl5a"
"1dpa_vs_0dpa","ENSDARG00000020219","dld"
"1dpa_vs_0dpa","ENSDARG00000020228","usf2"
"1dpa_vs_0dpa","ENSDARG00000020235","septin9a"
"1dpa_vs_0dpa","ENSDARG00000020239","lpin1a"
"1dpa_vs_0dpa","ENSDARG00000020242","fermt2"
"1dpa_vs_0dpa","ENSDARG00000020298","btg2"
"1dpa_vs_0dpa","ENSDARG00000020328","plekha6"
"1dpa_vs_0dpa","ENSDARG00000020417","emx3"
"1dpa_vs_0dpa","ENSDARG00000020541","ism1"
"1dpa_vs_0dpa","ENSDARG00000020548","si:dkey-77f5.10"
"1dpa_vs_0dpa","ENSDARG00000020611","si:ch211-160d20.3"
"1dpa_vs_0dpa","ENSDARG00000020618","gatd3"
"1dpa_vs_0dpa","ENSDARG00000020621","ap1b1"
"1dpa_vs_0dpa","ENSDARG00000020645","slc7a3a"
"1dpa_vs_0dpa","ENSDARG00000020708","mdkb"
"1dpa_vs_0dpa","ENSDARG00000020761","arrdc2"
"1dpa_vs_0dpa","ENSDARG00000020788","sla2b"
"1dpa_vs_0dpa","ENSDARG00000020795","rac3b"
"1dpa_vs_0dpa","ENSDARG00000020887","armc1l"
"1dpa_vs_0dpa","ENSDARG00000020924","myo1ca"
"1dpa_vs_0dpa","ENSDARG00000020976","ubald1b"
"1dpa_vs_0dpa","ENSDARG00000020979","ripor3"
"1dpa_vs_0dpa","ENSDARG00000021112","c1d"
"1dpa_vs_0dpa","ENSDARG00000021113","ptmaa"
"1dpa_vs_0dpa","ENSDARG00000021124","cfl1"
"1dpa_vs_0dpa","ENSDARG00000021143","rtn1b"
"1dpa_vs_0dpa","ENSDARG00000021149","cbr1l"
"1dpa_vs_0dpa","ENSDARG00000021177","cept1b"
"1dpa_vs_0dpa","ENSDARG00000021287","rab7b"
"1dpa_vs_0dpa","ENSDARG00000021288","mier3b"
"1dpa_vs_0dpa","ENSDARG00000021339","cpa5"
"1dpa_vs_0dpa","ENSDARG00000021366","fbp1a"
"1dpa_vs_0dpa","ENSDARG00000021372","tob1b"
"1dpa_vs_0dpa","ENSDARG00000021378","phf21ab"
"1dpa_vs_0dpa","ENSDARG00000021582","dynlrb1"
"1dpa_vs_0dpa","ENSDARG00000021753","ccdc25"
"1dpa_vs_0dpa","ENSDARG00000021787","abcb5"
"1dpa_vs_0dpa","ENSDARG00000021806","zfp36l2"
"1dpa_vs_0dpa","ENSDARG00000021948","tncb"
"1dpa_vs_0dpa","ENSDARG00000021984","ndufa2"
"1dpa_vs_0dpa","ENSDARG00000021996","ppp2r2aa"
"1dpa_vs_0dpa","ENSDARG00000022129","rbm4.3"
"1dpa_vs_0dpa","ENSDARG00000022165","mgst1.2"
"1dpa_vs_0dpa","ENSDARG00000022183","gsto1"
"1dpa_vs_0dpa","ENSDARG00000022303","higd1a"
"1dpa_vs_0dpa","ENSDARG00000022309","dspa"
"1dpa_vs_0dpa","ENSDARG00000022340","ufc1"
"1dpa_vs_0dpa","ENSDARG00000022437","cd81b"
"1dpa_vs_0dpa","ENSDARG00000022509","cox4i2"
"1dpa_vs_0dpa","ENSDARG00000022615","si:ch211-241e1.3"
"1dpa_vs_0dpa","ENSDARG00000022689","itgb1b.2"
"1dpa_vs_0dpa","ENSDARG00000022698","lad1"
"1dpa_vs_0dpa","ENSDARG00000022712","stat3"
"1dpa_vs_0dpa","ENSDARG00000022983","ccdc28a"
"1dpa_vs_0dpa","ENSDARG00000022995","clic4"
"1dpa_vs_0dpa","ENSDARG00000023002","dtl"
"1dpa_vs_0dpa","ENSDARG00000023026","pkp2"
"1dpa_vs_0dpa","ENSDARG00000023062","ccn1"
"1dpa_vs_0dpa","ENSDARG00000023082","krt1-19d"
"1dpa_vs_0dpa","ENSDARG00000023185","apold1a"
"1dpa_vs_0dpa","ENSDARG00000023298","rps27.1"
"1dpa_vs_0dpa","ENSDARG00000023323","ywhaqb"
"1dpa_vs_0dpa","ENSDARG00000023369","mxd"
"1dpa_vs_0dpa","ENSDARG00000023526","ggt1a"
"1dpa_vs_0dpa","ENSDARG00000023532","pinx1"
"1dpa_vs_0dpa","ENSDARG00000023536","nnt"
"1dpa_vs_0dpa","ENSDARG00000023537","ahr1b"
"1dpa_vs_0dpa","ENSDARG00000023672","timm8a"
"1dpa_vs_0dpa","ENSDARG00000023694","spon1b"
"1dpa_vs_0dpa","ENSDARG00000023920","llgl2"
"1dpa_vs_0dpa","ENSDARG00000023927","dnajc24"
"1dpa_vs_0dpa","ENSDARG00000023933","skila"
"1dpa_vs_0dpa","ENSDARG00000023963","tpm4a"
"1dpa_vs_0dpa","ENSDARG00000024030","angptl2a"
"1dpa_vs_0dpa","ENSDARG00000024116","vamp8"
"1dpa_vs_0dpa","ENSDARG00000024189","pnocb"
"1dpa_vs_0dpa","ENSDARG00000024195","znf395b"
"1dpa_vs_0dpa","ENSDARG00000024204","mcm3"
"1dpa_vs_0dpa","ENSDARG00000024278","adh8b"
"1dpa_vs_0dpa","ENSDARG00000024365","crlf1a"
"1dpa_vs_0dpa","ENSDARG00000024431","ets1"
"1dpa_vs_0dpa","ENSDARG00000024488","top2a"
"1dpa_vs_0dpa","ENSDARG00000024522","prf1.6"
"1dpa_vs_0dpa","ENSDARG00000024575","kif26bb"
"1dpa_vs_0dpa","ENSDARG00000024717","selenbp1"
"1dpa_vs_0dpa","ENSDARG00000024728","hdhd2"
"1dpa_vs_0dpa","ENSDARG00000024740","gng13a"
"1dpa_vs_0dpa","ENSDARG00000024759","inhbab"
"1dpa_vs_0dpa","ENSDARG00000024815","ogfr2"
"1dpa_vs_0dpa","ENSDARG00000024829","tnn"
"1dpa_vs_0dpa","ENSDARG00000024831","crhbp"
"1dpa_vs_0dpa","ENSDARG00000024847","col5a2b"
"1dpa_vs_0dpa","ENSDARG00000025043","trip13"
"1dpa_vs_0dpa","ENSDARG00000025074","slc25a10b"
"1dpa_vs_0dpa","ENSDARG00000025081","grnb"
"1dpa_vs_0dpa","ENSDARG00000025089","loxl4"
"1dpa_vs_0dpa","ENSDARG00000025220","sppl3"
"1dpa_vs_0dpa","ENSDARG00000025254","s100a10b"
"1dpa_vs_0dpa","ENSDARG00000025403","ftr83"
"1dpa_vs_0dpa","ENSDARG00000025428","socs3a"
"1dpa_vs_0dpa","ENSDARG00000025436","msrb1a"
"1dpa_vs_0dpa","ENSDARG00000025522","sgk1"
"1dpa_vs_0dpa","ENSDARG00000025581","rpl10"
"1dpa_vs_0dpa","ENSDARG00000025607","ifnphi1"
"1dpa_vs_0dpa","ENSDARG00000025608","casp6b.1"
"1dpa_vs_0dpa","ENSDARG00000025615","prr15la"
"1dpa_vs_0dpa","ENSDARG00000025641","gli2a"
"1dpa_vs_0dpa","ENSDARG00000025757","tspan34b"
"1dpa_vs_0dpa","ENSDARG00000025788","chp2"
"1dpa_vs_0dpa","ENSDARG00000025847","sox12"
"1dpa_vs_0dpa","ENSDARG00000025850","rps21"
"1dpa_vs_0dpa","ENSDARG00000025912","bscl2l"
"1dpa_vs_0dpa","ENSDARG00000026072","pdcd5"
"1dpa_vs_0dpa","ENSDARG00000026137","sfxn5b"
"1dpa_vs_0dpa","ENSDARG00000026165","col11a1a"
"1dpa_vs_0dpa","ENSDARG00000026180","prpf8"
"1dpa_vs_0dpa","ENSDARG00000026224","fanci"
"1dpa_vs_0dpa","ENSDARG00000026322","dhrs13a.1"
"1dpa_vs_0dpa","ENSDARG00000026325","mmp11a"
"1dpa_vs_0dpa","ENSDARG00000026329","arhgap29a"
"1dpa_vs_0dpa","ENSDARG00000026531","alcama"
"1dpa_vs_0dpa","ENSDARG00000026582","iscub"
"1dpa_vs_0dpa","ENSDARG00000026655","tspo"
"1dpa_vs_0dpa","ENSDARG00000026712","rab5c"
"1dpa_vs_0dpa","ENSDARG00000026726","anxa1a"
"1dpa_vs_0dpa","ENSDARG00000026801","stau2"
"1dpa_vs_0dpa","ENSDARG00000026842","acin1b"
"1dpa_vs_0dpa","ENSDARG00000026895","tor1l3"
"1dpa_vs_0dpa","ENSDARG00000026988","tbc1d22b"
"1dpa_vs_0dpa","ENSDARG00000027087","tgfb2"
"1dpa_vs_0dpa","ENSDARG00000027088","ptgdsb.1"
"1dpa_vs_0dpa","ENSDARG00000027140","nup160"
"1dpa_vs_0dpa","ENSDARG00000027200","gabarapl2"
"1dpa_vs_0dpa","ENSDARG00000027310","lsp1a"
"1dpa_vs_0dpa","ENSDARG00000027345","mpzl2b"
"1dpa_vs_0dpa","ENSDARG00000027423","igf1ra"
"1dpa_vs_0dpa","ENSDARG00000027428","rpp30"
"1dpa_vs_0dpa","ENSDARG00000027600","pdlim5b"
"1dpa_vs_0dpa","ENSDARG00000027611","cavin2a"
"1dpa_vs_0dpa","ENSDARG00000027620","bco2l"
"1dpa_vs_0dpa","ENSDARG00000027687","tmem230a"
"1dpa_vs_0dpa","ENSDARG00000027699","fut9b.3"
"1dpa_vs_0dpa","ENSDARG00000027744","gadd45ba"
"1dpa_vs_0dpa","ENSDARG00000027799","ucmaa"
"1dpa_vs_0dpa","ENSDARG00000027803","sbds"
"1dpa_vs_0dpa","ENSDARG00000027887","zfyve21"
"1dpa_vs_0dpa","ENSDARG00000027933","LOC100333406"
"1dpa_vs_0dpa","ENSDARG00000027966","ap1s3b"
"1dpa_vs_0dpa","ENSDARG00000027978","yy1b"
"1dpa_vs_0dpa","ENSDARG00000027984","gstz1"
"1dpa_vs_0dpa","ENSDARG00000028000","pfkpa"
"1dpa_vs_0dpa","ENSDARG00000028012","tpmt.2"
"1dpa_vs_0dpa","ENSDARG00000028058","traf6"
"1dpa_vs_0dpa","ENSDARG00000028071","bmp1a"
"1dpa_vs_0dpa","ENSDARG00000028159","tead1a"
"1dpa_vs_0dpa","ENSDARG00000028275","sult1st1"
"1dpa_vs_0dpa","ENSDARG00000028335","hmga1a"
"1dpa_vs_0dpa","ENSDARG00000028346","tesca"
"1dpa_vs_0dpa","ENSDARG00000028367","sult2st3"
"1dpa_vs_0dpa","ENSDARG00000028386","htatip2"
"1dpa_vs_0dpa","ENSDARG00000028396","fkbp5"
"1dpa_vs_0dpa","ENSDARG00000028676","nuak1b"
"1dpa_vs_0dpa","ENSDARG00000028780","gzmk"
"1dpa_vs_0dpa","ENSDARG00000028889","ndufb10"
"1dpa_vs_0dpa","ENSDARG00000029003","eif1axa"
"1dpa_vs_0dpa","ENSDARG00000029064","uqcrq"
"1dpa_vs_0dpa","ENSDARG00000029112","gem"
"1dpa_vs_0dpa","ENSDARG00000029146","lrp1ab"
"1dpa_vs_0dpa","ENSDARG00000029157","med23"
"1dpa_vs_0dpa","ENSDARG00000029232",NA
"1dpa_vs_0dpa","ENSDARG00000029290","stx11b.1"
"1dpa_vs_0dpa","ENSDARG00000029305","baiap2l1a"
"1dpa_vs_0dpa","ENSDARG00000029443","zgc:92242"
"1dpa_vs_0dpa","ENSDARG00000029445","eif1b"
"1dpa_vs_0dpa","ENSDARG00000029473","gstm.2"
"1dpa_vs_0dpa","ENSDARG00000029500","rpl34"
"1dpa_vs_0dpa","ENSDARG00000029533","rpl18"
"1dpa_vs_0dpa","ENSDARG00000029544","id2b"
"1dpa_vs_0dpa","ENSDARG00000029587","msraa"
"1dpa_vs_0dpa","ENSDARG00000029660","commd5"
"1dpa_vs_0dpa","ENSDARG00000029671","xpr1b"
"1dpa_vs_0dpa","ENSDARG00000029905","phyhd1"
"1dpa_vs_0dpa","ENSDARG00000029944","parpbp"
"1dpa_vs_0dpa","ENSDARG00000030087","nfkbib"
"1dpa_vs_0dpa","ENSDARG00000030110","myod1"
"1dpa_vs_0dpa","ENSDARG00000030166","hyi"
"1dpa_vs_0dpa","ENSDARG00000030177","uchl3"
"1dpa_vs_0dpa","ENSDARG00000030236","tmem30aa"
"1dpa_vs_0dpa","ENSDARG00000030263","mfsd2b"
"1dpa_vs_0dpa","ENSDARG00000030269","grtp1b"
"1dpa_vs_0dpa","ENSDARG00000030289","jag1a"
"1dpa_vs_0dpa","ENSDARG00000030367","metrn"
"1dpa_vs_0dpa","ENSDARG00000030440","rsrp1"
"1dpa_vs_0dpa","ENSDARG00000030449","crabp2b"
"1dpa_vs_0dpa","ENSDARG00000030463","tppp3"
"1dpa_vs_0dpa","ENSDARG00000030602","rps19"
"1dpa_vs_0dpa","ENSDARG00000030632","ccdc3b"
"1dpa_vs_0dpa","ENSDARG00000030665","tcerg1b"
"1dpa_vs_0dpa","ENSDARG00000030759","melk"
"1dpa_vs_0dpa","ENSDARG00000030778",NA
"1dpa_vs_0dpa","ENSDARG00000030786","mpi"
"1dpa_vs_0dpa","ENSDARG00000030844","klf11a"
"1dpa_vs_0dpa","ENSDARG00000030896","foxq1a"
"1dpa_vs_0dpa","ENSDARG00000030938","fermt3b"
"1dpa_vs_0dpa","ENSDARG00000030981","tmem127"
"1dpa_vs_0dpa","ENSDARG00000031044","lipg"
"1dpa_vs_0dpa","ENSDARG00000031108","lrba"
"1dpa_vs_0dpa","ENSDARG00000031222","lhx2b"
"1dpa_vs_0dpa","ENSDARG00000031243","snai3"
"1dpa_vs_0dpa","ENSDARG00000031246","hbegfb"
"1dpa_vs_0dpa","ENSDARG00000031345","rtkna"
"1dpa_vs_0dpa","ENSDARG00000031426","csrnp1a"
"1dpa_vs_0dpa","ENSDARG00000031658","si:ch211-207d6.2"
"1dpa_vs_0dpa","ENSDARG00000031683","fosab"
"1dpa_vs_0dpa","ENSDARG00000031745","mhc2daa"
"1dpa_vs_0dpa","ENSDARG00000031783","adcy8"
"1dpa_vs_0dpa","ENSDARG00000031796","ache"
"1dpa_vs_0dpa","ENSDARG00000031885","psmb12"
"1dpa_vs_0dpa","ENSDARG00000031907","ptbp1b"
"1dpa_vs_0dpa","ENSDARG00000031929","stard14"
"1dpa_vs_0dpa","ENSDARG00000031952","mb"
"1dpa_vs_0dpa","ENSDARG00000031981","pcbd1"
"1dpa_vs_0dpa","ENSDARG00000032083","dpysl2b"
"1dpa_vs_0dpa","ENSDARG00000032102","prdx3"
"1dpa_vs_0dpa","ENSDARG00000032103","mapk6"
"1dpa_vs_0dpa","ENSDARG00000032175","puf60a"
"1dpa_vs_0dpa","ENSDARG00000032188","lrrc8aa"
"1dpa_vs_0dpa","ENSDARG00000032272","sat1b"
"1dpa_vs_0dpa","ENSDARG00000032369","btbd6b"
"1dpa_vs_0dpa","ENSDARG00000032430","ppp2r1bb"
"1dpa_vs_0dpa","ENSDARG00000032496","pon1"
"1dpa_vs_0dpa","ENSDARG00000032565","cacng2a"
"1dpa_vs_0dpa","ENSDARG00000032618","mgst1.1"
"1dpa_vs_0dpa","ENSDARG00000032619","tob1a"
"1dpa_vs_0dpa","ENSDARG00000032631","ltb4r"
"1dpa_vs_0dpa","ENSDARG00000032637","si:dkey-261m9.12"
"1dpa_vs_0dpa","ENSDARG00000032704","qrsl1"
"1dpa_vs_0dpa","ENSDARG00000032708","arl4cb"
"1dpa_vs_0dpa","ENSDARG00000032725","rps27a"
"1dpa_vs_0dpa","ENSDARG00000032801","grk5"
"1dpa_vs_0dpa","ENSDARG00000032849","ndrg1a"
"1dpa_vs_0dpa","ENSDARG00000032866","erh"
"1dpa_vs_0dpa","ENSDARG00000032970","cox4i1"
"1dpa_vs_0dpa","ENSDARG00000033042","ptprja"
"1dpa_vs_0dpa","ENSDARG00000033144","psme2"
"1dpa_vs_0dpa","ENSDARG00000033170","sult2st1"
"1dpa_vs_0dpa","ENSDARG00000033182","arl4ab"
"1dpa_vs_0dpa","ENSDARG00000033201","crip2l"
"1dpa_vs_0dpa","ENSDARG00000033251","osbpl3a"
"1dpa_vs_0dpa","ENSDARG00000033285","gsto2"
"1dpa_vs_0dpa","ENSDARG00000033307","igf2b"
"1dpa_vs_0dpa","ENSDARG00000033320","sar1ab"
"1dpa_vs_0dpa","ENSDARG00000033361","asl"
"1dpa_vs_0dpa","ENSDARG00000033364","mgst3b"
"1dpa_vs_0dpa","ENSDARG00000033370","ppil3"
"1dpa_vs_0dpa","ENSDARG00000033537","p4ha1a"
"1dpa_vs_0dpa","ENSDARG00000033614","rasgef1ba"
"1dpa_vs_0dpa","ENSDARG00000033789","ndufb7"
"1dpa_vs_0dpa","ENSDARG00000033889","spty2d1"
"1dpa_vs_0dpa","ENSDARG00000033899","ap2m1b"
"1dpa_vs_0dpa","ENSDARG00000034080","plcd1b"
"1dpa_vs_0dpa","ENSDARG00000034291","rpl37"
"1dpa_vs_0dpa","ENSDARG00000034293","hif1ab"
"1dpa_vs_0dpa","ENSDARG00000034344","pcdh19"
"1dpa_vs_0dpa","ENSDARG00000034375","chst11"
"1dpa_vs_0dpa","ENSDARG00000034403","zgc:173443"
"1dpa_vs_0dpa","ENSDARG00000034541","tgfbr2b"
"1dpa_vs_0dpa","ENSDARG00000034624","nuf2"
"1dpa_vs_0dpa","ENSDARG00000034643","fhl3a"
"1dpa_vs_0dpa","ENSDARG00000034677","scel"
"1dpa_vs_0dpa","ENSDARG00000034714","esyt1a"
"1dpa_vs_0dpa","ENSDARG00000034753","tspan3a"
"1dpa_vs_0dpa","ENSDARG00000034956","myclb"
"1dpa_vs_0dpa","ENSDARG00000035018","thy1"
"1dpa_vs_0dpa","ENSDARG00000035043","pfdn5"
"1dpa_vs_0dpa","ENSDARG00000035131","surf4l"
"1dpa_vs_0dpa","ENSDARG00000035133","pho"
"1dpa_vs_0dpa","ENSDARG00000035136","selenow1"
"1dpa_vs_0dpa","ENSDARG00000035146","polr2j"
"1dpa_vs_0dpa","ENSDARG00000035152","ap2b1"
"1dpa_vs_0dpa","ENSDARG00000035178","gna14"
"1dpa_vs_0dpa","ENSDARG00000035187","abl1"
"1dpa_vs_0dpa","ENSDARG00000035198","gcnt4a"
"1dpa_vs_0dpa","ENSDARG00000035253","npr3"
"1dpa_vs_0dpa","ENSDARG00000035308","grb10b"
"1dpa_vs_0dpa","ENSDARG00000035324","hnrnpl"
"1dpa_vs_0dpa","ENSDARG00000035325","srsf7a"
"1dpa_vs_0dpa","ENSDARG00000035329","capns1a"
"1dpa_vs_0dpa","ENSDARG00000035400","btf3"
"1dpa_vs_0dpa","ENSDARG00000035468","slc25a25b"
"1dpa_vs_0dpa","ENSDARG00000035519","histh1l1"
"1dpa_vs_0dpa","ENSDARG00000035562","mpdu1a"
"1dpa_vs_0dpa","ENSDARG00000035573","zgc:86811"
"1dpa_vs_0dpa","ENSDARG00000035596","iscua"
"1dpa_vs_0dpa","ENSDARG00000035598","coro1ca"
"1dpa_vs_0dpa","ENSDARG00000035607","ankle2"
"1dpa_vs_0dpa","ENSDARG00000035610","zgc:113208"
"1dpa_vs_0dpa","ENSDARG00000035632","ccl19a.2"
"1dpa_vs_0dpa","ENSDARG00000035650","evla"
"1dpa_vs_0dpa","ENSDARG00000035652","sat1a.1"
"1dpa_vs_0dpa","ENSDARG00000035676","ptp4a2b"
"1dpa_vs_0dpa","ENSDARG00000035678","zgc:91910"
"1dpa_vs_0dpa","ENSDARG00000035695","scxa"
"1dpa_vs_0dpa","ENSDARG00000035719","arl5c"
"1dpa_vs_0dpa","ENSDARG00000035797","si:dkey-17m8.2"
"1dpa_vs_0dpa","ENSDARG00000035810","rgcc"
"1dpa_vs_0dpa","ENSDARG00000035860","rps28"
"1dpa_vs_0dpa","ENSDARG00000035871","rpl30"
"1dpa_vs_0dpa","ENSDARG00000035887","zgc:91944"
"1dpa_vs_0dpa","ENSDARG00000035890","fuca1.1"
"1dpa_vs_0dpa","ENSDARG00000035904","crabp1b"
"1dpa_vs_0dpa","ENSDARG00000035909","mfsd2ab"
"1dpa_vs_0dpa","ENSDARG00000035942","hrh3"
"1dpa_vs_0dpa","ENSDARG00000035957","gmnn"
"1dpa_vs_0dpa","ENSDARG00000035990","cited4a"
"1dpa_vs_0dpa","ENSDARG00000036028","arrdc3b"
"1dpa_vs_0dpa","ENSDARG00000036036","mdka"
"1dpa_vs_0dpa","ENSDARG00000036074","cebpa"
"1dpa_vs_0dpa","ENSDARG00000036082","tph1b"
"1dpa_vs_0dpa","ENSDARG00000036096","smad3a"
"1dpa_vs_0dpa","ENSDARG00000036100","eya3"
"1dpa_vs_0dpa","ENSDARG00000036102","ctdsp2"
"1dpa_vs_0dpa","ENSDARG00000036107","txnipa"
"1dpa_vs_0dpa","ENSDARG00000036147","ano5b"
"1dpa_vs_0dpa","ENSDARG00000036152","gas2b"
"1dpa_vs_0dpa","ENSDARG00000036168","nfatc1"
"1dpa_vs_0dpa","ENSDARG00000036180","ccnb2"
"1dpa_vs_0dpa","ENSDARG00000036254","hoxa13b"
"1dpa_vs_0dpa","ENSDARG00000036279","lamc1"
"1dpa_vs_0dpa","ENSDARG00000036298","rps13"
"1dpa_vs_0dpa","ENSDARG00000036316","rpl39"
"1dpa_vs_0dpa","ENSDARG00000036329","ndufa1"
"1dpa_vs_0dpa","ENSDARG00000036382","ponzr6"
"1dpa_vs_0dpa","ENSDARG00000036386","rbm4.1"
"1dpa_vs_0dpa","ENSDARG00000036481","tcn2"
"1dpa_vs_0dpa","ENSDARG00000036499","zgc:162171"
"1dpa_vs_0dpa","ENSDARG00000036505","syt4"
"1dpa_vs_0dpa","ENSDARG00000036542","pknox1.2"
"1dpa_vs_0dpa","ENSDARG00000036571","sema3e"
"1dpa_vs_0dpa","ENSDARG00000036587","cbr1"
"1dpa_vs_0dpa","ENSDARG00000036588","mhc1zba"
"1dpa_vs_0dpa","ENSDARG00000036628","cd74b"
"1dpa_vs_0dpa","ENSDARG00000036629","rps14"
"1dpa_vs_0dpa","ENSDARG00000036637","arl11"
"1dpa_vs_0dpa","ENSDARG00000036700","si:ch211-114n24.6"
"1dpa_vs_0dpa","ENSDARG00000036704","tmem18"
"1dpa_vs_0dpa","ENSDARG00000036754","hmgn3"
"1dpa_vs_0dpa","ENSDARG00000036764","hax1"
"1dpa_vs_0dpa","ENSDARG00000036778","hbs1l"
"1dpa_vs_0dpa","ENSDARG00000036784","commd7"
"1dpa_vs_0dpa","ENSDARG00000036785","si:ch211-226m16.2"
"1dpa_vs_0dpa","ENSDARG00000036826","ankrd52a"
"1dpa_vs_0dpa","ENSDARG00000036830","krt91"
"1dpa_vs_0dpa","ENSDARG00000036840","krt15"
"1dpa_vs_0dpa","ENSDARG00000036848",NA
"1dpa_vs_0dpa","ENSDARG00000036875","rps12"
"1dpa_vs_0dpa","ENSDARG00000036876","zgc:153284"
"1dpa_vs_0dpa","ENSDARG00000036893","f13a1b"
"1dpa_vs_0dpa","ENSDARG00000036912","edn1"
"1dpa_vs_0dpa","ENSDARG00000036966","hsd3b7"
"1dpa_vs_0dpa","ENSDARG00000036967","smox"
"1dpa_vs_0dpa","ENSDARG00000036995","lsm6"
"1dpa_vs_0dpa","ENSDARG00000037012","slc3a2b"
"1dpa_vs_0dpa","ENSDARG00000037071","rps26"
"1dpa_vs_0dpa","ENSDARG00000037097","slc7a2"
"1dpa_vs_0dpa","ENSDARG00000037108","pfdn6"
"1dpa_vs_0dpa","ENSDARG00000037116","cxcl12a"
"1dpa_vs_0dpa","ENSDARG00000037176","ggh"
"1dpa_vs_0dpa","ENSDARG00000037196","arid5b"
"1dpa_vs_0dpa","ENSDARG00000037199","zgc:101851"
"1dpa_vs_0dpa","ENSDARG00000037238","smad5"
"1dpa_vs_0dpa","ENSDARG00000037245","trmo"
"1dpa_vs_0dpa","ENSDARG00000037259","ndufb6"
"1dpa_vs_0dpa","ENSDARG00000037284","ptges3a"
"1dpa_vs_0dpa","ENSDARG00000037318","ddost"
"1dpa_vs_0dpa","ENSDARG00000037410","med28"
"1dpa_vs_0dpa","ENSDARG00000037421","egr1"
"1dpa_vs_0dpa","ENSDARG00000037488","canx"
"1dpa_vs_0dpa","ENSDARG00000037501","aasdhppt"
"1dpa_vs_0dpa","ENSDARG00000037603","zgc:162144"
"1dpa_vs_0dpa","ENSDARG00000037618","ddit4"
"1dpa_vs_0dpa","ENSDARG00000037640","aurkb"
"1dpa_vs_0dpa","ENSDARG00000037713","pcnp"
"1dpa_vs_0dpa","ENSDARG00000037739","zgc:112980"
"1dpa_vs_0dpa","ENSDARG00000037790","pvalb8"
"1dpa_vs_0dpa","ENSDARG00000037804","phlda3"
"1dpa_vs_0dpa","ENSDARG00000037833","mitfb"
"1dpa_vs_0dpa","ENSDARG00000037835","polr3k"
"1dpa_vs_0dpa","ENSDARG00000037846","hm13"
"1dpa_vs_0dpa","ENSDARG00000037859","il11a"
"1dpa_vs_0dpa","ENSDARG00000037860","cox6b2"
"1dpa_vs_0dpa","ENSDARG00000037861","slc2a3b"
"1dpa_vs_0dpa","ENSDARG00000037997","tubb5"
"1dpa_vs_0dpa","ENSDARG00000038010","rac2"
"1dpa_vs_0dpa","ENSDARG00000038028","ndufa6"
"1dpa_vs_0dpa","ENSDARG00000038030","rbx1"
"1dpa_vs_0dpa","ENSDARG00000038066","kpna2"
"1dpa_vs_0dpa","ENSDARG00000038075","cyc1"
"1dpa_vs_0dpa","ENSDARG00000038076","romo1"
"1dpa_vs_0dpa","ENSDARG00000038154","isca2"
"1dpa_vs_0dpa","ENSDARG00000038176","cyb561"
"1dpa_vs_0dpa","ENSDARG00000038213","slc35b1"
"1dpa_vs_0dpa","ENSDARG00000038239","tnpo2a"
"1dpa_vs_0dpa","ENSDARG00000038242","zgc:113333"
"1dpa_vs_0dpa","ENSDARG00000038278","ptgir"
"1dpa_vs_0dpa","ENSDARG00000038308","ykt6"
