UniqueCount	AmbigCount
9	18
0	20
2	30
0	1
0	2
0	4
2	29
1	3
0	0
7	10
0	3
0	0
1	130
1	48
0	124
0	125
0	9
0	25
0	37
1	31
2	182
0	138
0	186
0	1
0	0
0	1
0	26
0	13
19	119
10	15
37	15
0	3
592	0
1	0
6	14
0	14
0	107
17	107
29	0
0	4
543	15
0	0
0	0
9	2
0	0
0	0
0	0
240	1399
53	1400
13	4
0	2
0	6
38	0
122	12
0	13
0	16
15	48
34	0
0	0
0	13
0	13
0	0
0	0
0	0
0	67
4	31
64	75
0	3
0	3
0	0
0	0
1	193
122	453
0	442
21	429
0	5
0	1
453	0
66	45
2	25
0	21
13	30
0	5
0	26
1	2
0	2
0	5
9	111
0	0
0	16
1	2
0	0
0	2
21	11
18	0
190	0
0	0
0	0
0	0
0	1
0	1
0	2
3	13
34	22
0	4
0	18
0	0
20	0
193	3
12	228
3	250
0	5
0	4
27	58
0	1
2265	3248
0	3247
63	152
0	56
0	169
0	74
0	180
0	262
0	181
0	178
1	148
0	73
26	436
0	171
0	423
1	47
1	12
23	273
0	273
2	250
5	177
12	177
0	26
30	46
0	0
0	0
69	0
25	0
1	34
84	145
546	0
1	55
6	55
0	10
1	10
0	3
0	3
10	2
0	11
0	4
27	76
2	0
0	105
0	0
0	0
0	0
17	77
106	13
0	13
220	143
0	143
34	65
0	9
0	12
48	69
0	55
17	71
0	38
832	1
66	0
1	205
34	250
264	7
4	7
32	0
50	584
0	584
0	7
0	1
0	3
1	28
4	162
1	28
0	0
1	0
0	0
0	0
2	86
74	108
0	108
71	133
10	1
36	23
4	63
0	45
0	1
0	34
0	48
0	51
0	2
0	0
31	546
0	14
0	45
0	0
0	0
0	95
0	74
0	26
5	90
5	61
0	83
0	86
0	91
0	87
0	83
0	15
0	3
0	0
0	2
0	5
0	15
1	0
5	16
0	13
0	13
14	0
23	16
8	2
5	2
0	0
7	0
0	147
10	124
20	295
0	292
0	24
0	0
0	0
5	0
0	264
0	268
0	268
0	2
0	2
452	666
2	666
38	0
97	298
0	214
0	84
0	0
0	0
0	0
0	0
18	230
0	17
2	28
0	0
8	143
0	0
0	0
56	39
0	0
0	0
5	53
0	11
4	63
0	85
0	83
0	0
0	0
3	8
2	13
0	14
4	8
14	5
10	222
0	11
0	210
10	32
2	0
113	203
0	22
0	85
5	124
0	88
0	2
0	0
0	1
0	2
0	0
1	0
314	226
1	226
10	27
0	0
0	0
17	0
40	71
0	100
0	100
0	1
0	1
781	0
0	26
45	26
0	0
292	0
0	0
1	0
109	0
0	0
0	138
144	198
3	108
10	38
0	7
18	27
0	24
0	0
0	0
0	0
207	0
6	60
10	60
0	296
0	57
0	296
19	291
2	0
264	28
0	0
7	75
0	75
0	121
0	20
35	127
0	0
2	14
2	27
41	0
852	174
0	24
0	152
0	0
0	0
2	0
0	0
0	0
0	0
0	0
12	45
4	0
0	0
5	0
0	0
117	0
1	56
0	56
37	3
0	3
0	0
1096	0
0	18
236	0
32	20
71	24
0	0
0	1
18	0
455	547
0	0
1	0
0	4
1	4
15	15
39	23
2	23
0	222
0	215
17	222
142	0
1	4
0	4
22	68
1	49
0	66
0	0
1	57
39	138
0	0
1	4
0	3
1	29
0	17
0	2
0	2
186	9
7	0
0	1
197	100
118	100
0	566
1	691
0	27
325	2046
0	300
0	1
0	1
0	1
11	0
47	0
0	5
11	35
0	20
0	11
8	14
0	7
314	0
111	0
2	4
5	4
25	0
3	19
59	2062
0	37
0	24
0	21
83	82
0	73
0	28
3	59
2	59
0	18
0	31
0	47
0	52
0	1
1	1
0	0
0	120
0	120
0	120
6	31
0	11
1	11
23	0
9	5
10	8
21	0
896	279
1	279
0	0
3	1
0	0
0	1
0	553
0	550
4	17
0	0
0	0
27	0
1	63
0	58
0	17
56	88
1	88
0	79
0	31
1	2
0	81
0	26
2	104
5	36
34	97
353	119
0	119
6	0
0	44
1	44
0	30
10	118
0	118
1	17
12	59
147	41
0	41
100	28
0	2
15	8
0	0
2	0
0	1
0	1
0	1
1	175
0	14
0	77
49	60
0	53
0	53
2	173
0	130
0	15
829	49
96	274
0	0
0	0
0	0
3	21
0	28
0	17
0	11
0	1
0	5
77	34
0	33
324	0
155	0
4	28
20	152
0	0
0	0
0	0
0	19
0	32
4	51
0	1
0	1
0	1
1	2
0	0
0	0
0	2
0	2
52	1
0	0
5	1
0	0
0	0
0	0
31	43
0	64
139	64
1	0
0	1
0	3
18	0
292	316
0	0
0	0
0	0
36	336
0	336
83	58
0	0
0	0
9	0
0	49
9	40
1	41
57	61
111	0
2	74
2	59
0	65
3	45
92	115
0	0
0	0
41	35
0	2
25	0
0	3
5	14
391	196
81	0
0	0
1	0
3	40
2	41
4	38
4	0
206	122
0	27
22	26
0	26
6	7
0	7
2	98
0	98
0	99
0	99
1	0
1	11
14	21
244	190
2	0
72	0
10	0
2	0
8	0
6	109
7	39
0	39
0	38
35	0
0	0
395	787
0	6
0	0
0	6
0	43
0	7
0	13
0	43
0	7
1	3
3	431
613	798
156	404
0	527
0	1
0	0
0	0
0	0
4	0
0	0
1	0
11	0
0	5
13	5
44	1
15	1
0	0
1	0
0	0
0	0
0	0
16	11
0	0
2	4
0	11
28	63
0	65
30	0
0	0
0	2
0	2
32	55
0	8
0	55
0	55
45	8
55	214
0	25
1	284
0	284
0	0
0	0
0	0
0	0
0	0
12	12
1	59
0	47
0	47
42	62
1	15
0	2
0	0
0	1
0	1
37	30
0	30
67	106
0	95
0	0
0	0
2	25
4	123
7	124
2	0
1	1
0	0
0	0
0	9
0	17
1	13
13	26
276	0
0	0
1	0
23	0
0	2
0	6
0	6
2	7
154	0
2	0
176	27
7	26
40	6
119	111
0	0
1	0
0	5
0	8
0	6
0	3
16	9
0	11
37	65
4	52
316	0
0	0
0	0
0	0
0	1
0	1
0	1
24	67
65	67
34	0
4	50
2	50
0	14
0	60
0	0
44	34
0	34
34	776
0	776
0	52
12	52
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1386	136
6	136
0	7
0	15
0	7
2	17
0	14
15	19
9	228
1	222
0	6
0	0
0	6
0	2
3	2
22	0
0	77
91	77
0	0
0	0
0	19
4	20
0	0
135	46
157	731
0	84
1	61
1	23
2	43
0	0
23	17
0	17
127	48
1	48
39	0
1	7
0	5
7	126
0	100
0	103
0	121
10	6
0	21
7	117
0	117
0	0
0	0
0	0
1	0
22	48
0	7
2	12
72	12
1	37
1	0
0	8
6	20
163	0
18	68
8	80
0	80
37	0
2	0
0	13
0	99
0	107
0	86
2	98
0	89
11	36
0	36
24	54
0	35
3	0
11	184
0	112
0	113
2	42
59	167
0	102
0	159
0	0
0	0
1	39
30	39
1	0
0	0
0	66
9	66
78	0
8	72
21	91
0	0
0	0
0	0
0	0
9	326
1	326
15	18
1	18
7	11
0	11
0	0
0	0
130	0
0	30
0	30
355	37
9	25
109	0
215	83
0	65
63	13
0	13
37	15
1	15
8	90
3	107
0	6
1	7
0	1
10	12
55	132
0	123
21	1487
10991	1491
1	13
12	13
8	1
0	84
0	94
15	197
1	10
0	170
0	14
0	16
0	37
0	59
112	0
0	0
1	25
0	0
0	0
0	0
0	0
0	43
0	1
0	0
0	18
0	18
0	0
0	0
7	5
0	3
0	5
0	1
0	1
21	0
0	0
4	0
0	0
0	0
0	2
0	7
0	7
351	12363
3	9716
0	7886
0	10409
1	186
0	174
0	174
0	12
33	0
0	17
7	100
0	92
0	52
0	22
15	55
0	21
0	0
0	2
100	52
0	52
92	0
0	134
44	44
21	62
0	49
3	0
0	6
0	35
41	39
3	27
0	60
337	41
12	40
0	0
0	1
0	0
0	0
114	118
10	43
1	62
13	4
0	6
9	8
1	60
9	1
0	3
0	3
3	6
0	49
2	48
12	25
0	25
0	19
0	0
0	0
91	82
0	0
28	0
2	1
0	3
0	2
10	0
314	0
0	41
0	8
2	96
2	96
375	389
0	389
0	0
0	0
2	0
0	4
0	1
277	1
1	0
26	39
7	39
0	2
0	2
0	4
1	0
0	0
0	0
7	43
4	16
0	38
1	2
38	157
0	157
0	2
0	2
69	131
0	395
2	38
123	711
0	0
0	2
1	5
0	7
12	87
0	0
0	0
2	27
0	23
2	28
0	38
48	145
47	39
0	5
3	39
3	27
0	25
44	0
0	2
0	2
0	2
1	0
7	0
1	3
30	85
1	19
14	67
0	0
1	67
0	0
4	5
9	5
4	20
0	20
11	7
0	1
73	91
1	71
1	0
17	6
1	26
0	0
0	0
1	21
0	2
71	0
0	0
0	0
0	15
0	15
4	5
5	19
32	112
0	0
19	0
0	0
1	0
2	273
123	0
71	273
2	110
0	41
8	35
2868	1012
4	1012
29	0
0	10
1	1
0	0
92	124
0	115
1	224
837	225
146	370
0	77
0	622
13	635
4	638
59	622
1	2
0	2
0	2
7	102
22	0
42	81
0	81
0	33
1	3
0	3
0	0
34	17
9	1102
2	1059
0	1248
151	99
273	0
5	0
0	0
0	3
6	3
2	1
11	292
0	129
75	663
55	878
0	0
0	0
59	229
0	229
0	0
0	0
0	0
0	0
17	7
0	3
0	3
72	89
1	18
1	21
0	24
10	16
0	4
19	3
0	3
5	15
0	15
0	113
0	0
0	0
0	0
0	0
0	0
4	490
368	0
8	53
0	53
2	0
1	0
31	24
3	0
9	83
0	82
0	0
6	9
1	9
0	2
0	1
0	1
0	0
4	30
0	2
1	8
2	9
633	417
15	27
1	31
0	82
1	35
6	131
0	130
0	131
0	59
0	35
316	254
6	173
0	7
0	7
287	0
3730	1870
0	1870
97	229
80	0
120	3
37	170
0	170
1	0
11	19
313	293
12	9
0	7
0	2
1	0
0	0
0	0
0	26
4	26
0	23
47	29
0	29
0	0
0	0
0	22
0	22
0	23
0	14
0	2
0	6
0	3
0	2
0	17
0	7
3	0
70	47
0	0
0	0
0	90
41	371
29	395
57	25
0	18
0	0
22	442
139	442
0	194
0	0
11	201
1	38
12	216
10	66
3	45
0	66
2	5
6	93
1	0
0	15
71	94
2	30
12	79
0	296
0	205
0	137
1027	770
54	6
3	6
5	1
0	0
0	0
74	30
0	12
8	254
0	254
0	40
0	0
2	63
3	66
8	66
0	295
0	347
61	359
0	0
21	115
0	98
0	170
0	170
5	1
13	138
2	0
20	0
0	3
1	3
0	174
0	170
0	47
0	161
0	157
7	4
0	4
0	9
1	10
0	490
119	16
1	16
2	25
0	299
34	347
12	324
0	1
0	0
0	1
36	16
1	0
18	30
0	30
1	30
2	6
7	64
0	14
11	64
0	27
3	9
2	4
0	63
0	68
29	85
34	107
0	795
0	799
6	822
0	784
0	0
0	0
11	0
417	527
3	371
4	5
0	1
0	13
0	18
4	20
80	270
191	19
0	19
24	0
0	0
0	0
70	11
1	15
0	9
0	4
0	0
0	10
0	18
256	728
0	9
4	9
94	72
0	17
1	28
0	83
0	22
0	13
0	71
0	4
0	0
0	4
0	4
0	2
0	0
69	48
0	0
0	4
77	81
0	8
49	8
0	0
26	7
0	0
0	2
0	38
64	48
0	23
5	38
16	136
3	132
2920	2
42	302
0	83
0	300
0	0
6	0
0	2
0	2
0	1
0	2
0	37
0	39
6	46
0	0
0	0
0	0
0	0
0	0
2	3
31	549
0	529
0	527
0	41
1	66
0	45
0	55
1	45
0	61
33	29
0	34
0	7
1	0
0	23
33	38
0	14
1	23
0	3
0	2
1	24
0	13
9	0
8	61
3	45
250	177
37	16
1	12
0	9
1988	246
22	244
2	349
2	166
0	333
27	23
8	72
0	1
0	1
58	0
0	34
0	20
0	28
7	200
0	11
0	33
0	6
17	202
0	0
0	0
3	0
0	0
0	4
0	5
0	127
0	52
0	127
0	0
12	2
0	1
0	29
5	29
0	0
1	0
8	15
1	6
0	15
12	0
18	34
2	27
0	12
63	0
1	0
0	0
2	0
2	0
0	0
90	7
1	0
0	1
12	21
0	21
0	1
3111	0
0	4
0	2
0	0
0	0
7090	646
3	198
94	447
5	0
0	0
2	26
0	5
10	26
15	0
1	10
1	35
0	30
0	88
3	59
0	46
19	34
0	34
153	0
5	101
121	101
6	0
1	125
1	56
1	55
0	62
0	59
0	148
0	34
4	142
0	51
0	55
0	53
346	1
0	94
3	83
5	94
68	87
0	87
0	85
2	2
0	0
9	4
0	4
31	129
0	4
0	8
0	8
0	8
0	8
0	2
2	2
0	0
0	0
0	9
0	9
0	0
0	1
0	1
0	2
4	10
0	11
1	11
0	11
0	11
0	11
0	11
7	0
12	0
0	0
6	4
0	0
0	0
0	0
22	233
349	325
10	1
0	1
0	0
28	0
4	35
0	24
7	30
0	15
11	44
0	29
0	26
2	191
0	756
3	756
0	11
0	30
3	127
0	46
0	136
0	133
6	171
0	0
0	0
0	9
0	9
161	25
4	29
0	14
45	74
0	0
0	0
0	0
72	0
0	1
1	6
0	48
0	50
0	23
0	125
6	123
0	95
0	76
0	70
0	107
0	0
0	0
0	0
0	0
107	143
0	143
1	9
0	7
0	26
0	12
1	178
5	24
0	24
1	1
0	1
0	1
1	1
0	1
0	1
0	1
5	28
0	28
91	25
93	0
14	20
0	11
0	80
0	80
1	1
0	2
1	3
0	132
1090	132
2	0
9	0
0	0
0	0
0	0
8	3
0	1
1	0
0	0
0	0
0	0
160	1
0	0
3	1
6	105
1	105
0	11
12	58
0	19
0	58
0	71
0	116
0	95
0	0
22	391
0	391
5	35
0	13
0	10
0	29
4	130
7	86
0	59
0	74
0	59
4	10
2	0
0	108
0	140
0	140
0	87
0	18
54	313
0	196
3	153
4	0
100	0
447	814
3	814
12	17
0	17
6	0
0	8
0	8
0	31
0	11
0	31
9	1
0	7
9	8
1	2
7	23
0	2
36	0
228	40
0	40
0	0
1	0
0	0
84	14
1	0
848	6075
16	326
5	142
0	5854
3	16
13	2
9	12
30	47
17	2
1	1
0	1
313	794
0	135
1	32
3	50
0	5
0	5
0	10
117	0
1	2
235	1
0	17
147	38
22	2
1	2
0	36
1	31
0	26
0	17
1	26
8	21
0	59
0	29
0	48
1	54
6	54
0	0
0	28
0	30
0	16
0	27
19	50
0	5
0	0
0	5
3	34
1	34
312	212
0	212
0	17
4	0
261	26
84	0
22	195
0	137
0	7
0	28
0	25
0	0
0	0
2	111
1	0
0	16
0	7
17	16
1	11
237	0
27	34
0	33
12	0
2	73
2	9
19	138
0	0
0	0
36	21
0	15
19	0
36	0
329	0
0	0
0	0
0	0
0	4
3	27
1	16
19	78
5	78
14	224
42	224
21	88
0	56
0	87
0	56
4	37
94	268
0	268
0	187
43	0
0	0
82	0
0	1
0	1
1	1
16	63
0	69
1	69
0	13
0	1
0	13
56	15
0	15
21	62
0	0
14	185
0	60
3	2
0	461
0	147
0	460
22	424
1	414
0	0
396	787
0	3
8	279
12	264
0	17
23	380
0	318
34	109
0	109
9	1
0	45
8	45
0	0
168	32
4	32
29849	18124
3	12464
100	9253
2007	29212
0	29212
2	5
0	3
0	5
0	3
0	2
0	3
0	54
3	77
0	54
0	0
0	27
15	27
2072	1
0	0
0	142
1	142
0	5
0	5
13	5
33	12
4	14
2	23
0	22
54	94
0	29
1	89
0	4
0	7
0	5
0	0
272	183
1	183
0	0
212	0
0	1
0	1
321	645
0	644
25	0
0	35
36	35
43	0
0	0
0	0
65	47
0	47
6	5
0	0
0	0
23	1
44	1
0	0
0	37
0	1
1	70
0	42
352	75
483	28
2	28
54	0
0	49
0	41
1	49
0	126
3	11
15	10
0	0
0	1
2	0
0	1
1	1
8	5
0	0
74	35
0	68
0	68
489	621
1	6
0	8
0	6
0	5
0	13
7	15
52	38
16	110
0	110
0	83
0	100
23	0
0	0
22	1
0	1
0	0
0	0
0	0
0	0
0	17
70	17
1	41
0	9
0	40
0	0
0	0
0	0
0	0
1	8
63	8
0	0
33	44
2	44
1	2
108	250
31	250
0	20
0	0
2	0
7	15
0	15
201	0
0	0
0	0
0	0
5	0
295	81
0	81
4	22
0	40
0	11
0	1
1	34
0	4
0	145
68	145
0	23
0	34
1	35
16	26
11	4
0	301
0	287
81	0
12	22
0	22
460	1
4	451
0	438
0	13
3	9
0	29
0	27
2	280
723	386
0	386
1	3
0	40
349	40
3	0
124	193
0	40
0	27
0	25
16	18
0	11
116	9
0	9
13	7
0	7
0	0
0	1
0	0
0	1
0	1
0	1
0	55
0	54
0	0
1	1
0	0
0	1
145	0
500	0
119	279
0	65
0	279
3	178
0	153
6	160
3	59
1	1
8	0
0	11
1	6
0	4
0	50
0	24
0	48
3	48
40	130
1	69
6	0
86	0
131	111
28	10
2	10
2	233
0	147
265	0
70	0
6	25
0	7
16	25
0	39
5	2
90	408
7	408
1	0
44	0
1	0
0	1
0	0
0	5
0	1
0	6
0	6
0	6
8	0
8	71
3	29
0	2
0	28
3	10
12	58
11	62
97	0
0	65
1028	65
0	0
5	220
0	208
0	458
0	418
0	0
0	0
68	0
0	7
0	13
0	13
0	13
1	17
4	12
0	12
89	0
0	0
2	0
99	84
0	0
0	0
20	3
8	27
0	10
0	27
0	27
0	27
1	0
195	0
16	17
0	17
12	51
288	213
0	205
0	0
0	0
0	0
1	0
3	5
5	0
6	20
71	20
0	0
62	0
0	8
0	91
0	7
0	90
0	221
93	224
3	114
84	299
0	225
1450	7531
8	366
0	7495
0	7358
1	7411
61	0
13	1
0	1
0	0
0	0
0	0
0	151
3	7
53	0
0	0
0	6
5	6
11	86
0	86
1	27
6	27
0	48
0	0
0	0
0	0
0	0
0	0
0	38
2	11
0	18
4	61
0	22
14	136
300	469
0	0
0	0
18	15
0	4
2	13
0	2
2	0
0	0
0	0
0	0
0	7
6	7
0	0
7	14
0	0
86	0
0	0
0	3
0	7
0	7
21	174
0	174
166	0
0	31
1	32
0	13
66	61
6080	0
117	2
0	2
338	151
3	47
18	113
0	113
354	26
0	17
8	98
0	42
0	39
0	40
0	25
2	0
0	218
4	62
2	347
0	110
2	318
0	4
0	0
0	4
0	450
0	545
13	643
9	68
12	68
0	4
0	4
7	14
33	39
0	25
38	55
0	59
9	0
402	252
3	210
4	72
43	276
173	0
0	121
0	43
53	278
0	557
583	557
15	9
3	0
25	65
1	8
1	8
3	26
1	228
488	254
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	139
0	139
0	2
39	116
25	83
1	83
6	1
1	79
8	29
28	0
0	6
0	0
1	6
0	1
3	2
1	1
0	0
0	0
0	0
0	0
0	1
0	1
15	3
2	3
2	23
13	23
0	0
0	0
1	1
0	0
0	0
0	0
32	46
0	46
154	0
2	3
0	4
20	10
0	11
0	314
3	295
0	261
1	274
0	281
1	268
1	25
243	16
0	16
0	5
16	161
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	133
6	102
0	35
3	107
0	96
0	0
0	0
16	4
0	3
3	55
0	24
0	306
0	214
0	313
50	9
0	2
10	2
0	0
30	42
0	34
0	26
8	46
4	43
0	33
1	33
0	31
1	14
30	64
422	0
0	0
67	11
1	1
0	10
53	194
0	194
0	1
0	132
0	132
0	1
237	0
24	62
4	0
0	18
0	2
0	20
0	21
9	2
0	0
4	17
0	17
50	0
0	13
25	35
24	95
0	1
0	1
0	0
0	14
2	182
0	168
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	1
0	1
38	0
1	13
11	10
3	4
47	4
133	260
0	73
26	134
0	128
1	203
1	180
0	279
0	4
0	3
16	44
0	44
893	0
91	0
0	206
3	149
0	408
682	990
0	993
0	965
164	0
0	2
4	42
42	179
0	36
0	0
874	182
38	67
1	4
0	0
2	8
14	0
1	0
0	0
0	27
44	63
102	539
1	297
12	10
9	1
12	64
199	0
22	94
12	8
414	94
0	2
0	2
0	39
0	10
3	39
0	24
0	0
28	0
2	12
9	12
5	0
1	31
13	109
0	0
0	0
0	0
0	4
1	16
0	16
41	83
2	26
0	83
1	0
0	0
9	27
0	27
149	244
1	244
0	46
0	24
12	48
12	38
0	14
5	113
29	133
1	69
0	25
2	9
0	128
0	0
60	0
118	398
0	330
0	246
0	76
0	77
414	0
19	44
0	16
23	22
0	24
0	8
2	8
1	8
0	0
0	0
114	0
0	27
21	68
0	1
243	135
2	59
350	59
38	3
126	31
18	43
0	43
0	0
41	54
1	54
2	51
1	34
0	36
0	6
2	36
2737	28
0	26
4	0
0	95
0	31
1	21
0	33
0	6
0	18
0	35
0	90
2	76
0	22
24	30
0	0
0	0
2	0
0	0
0	0
6	75
1	66
195	588
10	164
0	292
0	213
1	177
48	65
1	63
0	475
0	509
3	5
5	120
0	120
77	16
0	16
0	0
0	0
0	0
0	0
0	0
2	0
2	0
0	0
0	0
0	44
0	45
0	45
0	42
0	39
0	40
0	43
0	38
1	42
0	39
0	263
0	263
0	2
0	2
1	3
0	3
0	3
0	3
0	1
0	8
0	8
0	8
0	2
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
33	16
0	16
13	15
0	16
16	10
779	110
3	110
0	2
0	1
1	0
0	2
3	18
0	22
0	20
0	11
8	15
9	15
19	0
115	157
8	5
4	10
0	193
6	196
174	0
0	1
1	33
0	6
0	31
0	0
2	0
103	0
151	218
1	28
13	16
29	8
0	0
0	2
0	2
1	207
5	207
0	170
0	104
0	170
3	1
0	8
3	8
0	0
23	112
0	112
3	0
282	0
0	0
0	0
0	215
0	10
0	6
0	56
0	212
8	378
120	378
9	4
2	0
3	2
17	4
0	22
24	34
2	45
0	18
0	84
2	97
19	113
31	0
10	11
0	15
10	15
23	56
0	1
0	0
11	233
0	229
4	235
0	229
0	0
28	497
3	67
0	431
34	249
44	2
0	248
0	251
7	0
7	183
0	183
233	0
0	1
1	4
0	21
1	19
0	20
163	202
1	127
0	81
0	146
0	0
0	0
0	0
0	61
1	55
1	63
3	76
30	78
3	56
1	10
55	76
0	0
0	0
0	0
0	0
4	0
0	1204
7	1236
1	445
7	1204
837	0
10	30
0	30
1	0
3	0
0	23
0	14
0	19
107	23
0	8
0	4
0	1
0	4
0	0
0	33
0	3
0	30
0	1
7	12
0	10
2	48
0	36
30	65
0	52
11	18
4	14
0	9
0	9
0	5
4	12
2	19
117	684
2	8
0	615
1	75
1	614
0	14
194	0
8	63
0	69
0	71
0	1
0	1
10	24
0	1
2	25
0	2
3	0
0	0
0	0
1	4
0	0
1	25
1	0
0	0
0	0
25	317
0	0
0	0
0	0
0	0
0	0
0	0
0	5
1	7
12	92
403	0
390	1419
1	79
0	292
12	15
0	2048
0	1960
50	115
0	115
1	0
0	1
0	1
0	0
0	0
32	5
1	0
13	72
2	72
0	0
0	14
0	14
0	14
0	14
0	12
1	5
0	3
0	1
0	0
0	10
0	44
0	28
0	4
23	0
31	105
10	136
681	1380
0	1380
0	2
135	4
7	0
0	0
0	1
0	1
42	0
59	60
0	60
26	2444
0	2391
17	2170
181	353
2	10
5	141
28	562
0	378
0	623
1	0
1	4
0	4
0	4
0	4
0	4
12	266
26	310
0	131
113	200
1	75
0	0
0	13
0	13
0	42
0	55
0	59
0	38
68	106
0	33
2	1
4	0
1	2
2	2
210	2
0	21
1	16
10	174
0	174
14	148
13	0
0	1
539	1
3	31
0	1
123	107
1	3
0	1
0	53
65	53
3	6
1	13
9	11
0	5
0	5
0	5
4	0
1	14
2	41
0	40
1	1
0	1
54	230
4	63
11	166
0	155
1	151
12	179
5	169
3	10
29	337
0	4
0	30
4	338
4	0
2	0
0	0
49	0
1	3
0	10
30	63
0	48
307	1
0	10
0	10
0	1
0	1
9	16
0	8
0	8
0	8
0	8
24	98
1193	0
2	11
0	2
0	23
0	16
23	0
0	11
106	165
6	14192
2839	14192
5	1
0	2
51	0
652	392
3	90
0	183
0	119
0	7
302	10
1	2
24	0
33	0
0	43
0	41
0	55
9	15
0	0
5	1
2	0
0	0
2	0
0	65
4	135
28	100
0	7
1	11
137	19
55	88
0	88
236	41
1	38
0	0
0	0
0	15
0	9
2	20
26	1
0	17
0	0
32	0
2	176
1	176
0	0
0	0
34	0
0	18
0	113
4	70
92	324
0	312
0	339
0	0
204	0
218	3141
0	1
0	1
0	79
132	414
1	0
0	0
0	0
21	12
0	12
0	8
9	0
185	129
0	129
65	0
0	0
0	0
0	0
0	0
0	0
6	183
0	163
0	0
9	11
0	11
0	0
0	0
0	0
0	0
1	1
0	75
0	1
0	11
0	1
0	38
0	45
0	81
55	185
0	103
0	18
2	27
0	15
0	19
1	20
0	61
3	51
19	1
0	0
0	27
17	27
6	27
0	27
0	0
0	2
0	1
0	0
44	41
2	4
131	0
2	112
3	124
3	82
0	70
0	19
72	16
26	41
0	1
0	1
0	0
0	6
0	4
13	170
0	180
1	180
20	0
3	70
42	1
110	0
0	4
185	131
0	4
0	86
4	87
0	8
0	87
79	0
2	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	11
0	10
0	10
35	84
0	0
0	0
0	0
1	235
0	235
1237	0
0	92
117	93
44	7
0	7
410	0
0	0
18	27
0	141
0	7
37	179
0	179
2	22
7	22
3	27
0	1
4	16
0	11
0	1
1	15
0	14
0	45
1	1
0	45
0	1
8	90
0	90
0	36
4	64
5	63
0	34
0	95
0	114
1	108
0	0
75	0
866	0
1	30
0	0
0	0
5	5
144	168
41	0
0	12
3	28
4	29
0	94
1	13
1	103
0	105
3	102
0	63
0	37
0	57
0	55
0	73
0	0
1	0
0	0
0	0
9021	15131
0	15133
16	5920
0	2
0	2
1	16
0	1
0	1
0	6
0	1
0	1
0	4
0	6
1	0
0	18
